iteration,stage,stage_iteration,stage_train_frequencies_ghz,stage_maximum_mode,modal_step_m,loss,relative_l2_error,applied_damping,accepted_backtrack_count,maximum_modal_field_update_m,curve_change_m,redistance_curve_drift_m,eikonal_rms,eikonal_maximum_deviation,maximum_curve_field_residual,trust_region_predicted_relative_change,accepted_step_predicted_relative_change,arclength_refit_rms_m,arclength_refit_maximum_m,arclength_speed_ratio_before,arclength_speed_ratio_after,radial_spectral_tail_rms_m,radial_spectral_tail_limit_m,spectral_tail_rejection_count,redistance_steps,redistance_stop_reason,evaluation_count,maximum_system_residual
10,1,10,"0.5,1.5,2.5",5,"-0.00013401228405763373,0.000472329422078298,-0.00052706192752696658,0.00048242204037760294,-0.00055384794183419267,-0.00041380453319360123,-0.00039398479730225986,-0.00026536053546686119,1.9196649879550619e-05,-5.973712966364099e-05,-0.00024121348956747615",1.425359581304662,0.9765548986844944,0.26484851516981317,0,0.0019968445434829893,0.0020189503038289033,0.00017281959893129822,0.09537775802162042,0.6775439748945351,0.0001231385960576614,0.020362321233650865,0.020362321233650865,4.186315995243734e-07,1.5583479799786283e-06,1.1015491293275934,1.0029375765131587,0.0014858735726478106,,0,120,distance_boundary_and_eikonal_tolerances,241,1.6976774018743298e-14
11,1,11,"0.5,1.5,2.5",5,"-9.2447256391792987e-05,0.00043633628940381309,-0.00058427186060587707,0.00046378892478641755,-0.00060534278957773526,-0.00036147212870012223,-0.00031835290676090886,-0.00027878178539620952,3.0657798876463789e-05,-5.3653387765607048e-05,-0.00029173540225870112",1.3929276681718386,0.9591696287381658,0.34113894120211286,0,0.0019985762343451108,0.0020234077146320394,0.00015011698545600662,0.08162649407225782,0.6529243555601356,0.00010438201911295046,0.02231287466490311,0.02231287466490311,5.036560231044545e-07,1.899451130549842e-06,1.1111190616808948,1.0035785565316047,0.001604315540390316,,0,1200,distance_boundary_and_eikonal_tolerances_at_final_state,265,1.6976774018743298e-14
12,1,12,"0.5,1.5,2.5",5,"-8.3782652571056442e-05,0.00043458741130849421,-0.00067379817422854422,0.00047410148150462225,-0.00070832860086766458,-0.00035876749313086483,-0.00024492715616959221,-0.00028834233691518561,8.8725068168234012e-05,5.6926772295592476e-06,-0.0003507036854974353",1.3591754487175498,0.9404222683340475,0.32073496107752536,0,0.001998251677042813,0.002022434476044169,0.00017870685237858164,0.07705497850843553,0.5895022174726149,0.00011812877686258349,0.02442937499007475,0.02442937499007475,6.408769725764244e-07,2.4369951455138786e-06,1.1247365601038861,1.0045440487521295,0.0017446255836226856,,0,900,distance_boundary_and_eikonal_tolerances,289,1.6976774018743298e-14
13,1,13,"0.5,1.5,2.5",5,"-0.00010652082008144286,0.00048705483543023069,-0.00083920197254513679,0.0005267478629353608,-0.00090885491745542767,-0.00042742103353604329,-0.0001185853455043448,-0.000271058689079754,0.00023053282004611913,0.00013422801006632052,-0.00046360506453303952",1.3223170955852988,0.9191868004328921,0.1993764260088083,0,0.001997913808122871,0.0020307451372012396,0.00024823432062747467,0.08150180867483306,0.5722469840983737,0.00011384948036550178,0.027792478599379136,0.027792478599379136,8.796814062773295e-07,3.663948611054703e-06,1.143360430421968,1.0061532950531988,0.0019508654611142884,,0,280,distance_boundary_and_eikonal_tolerances,313,1.6976774018743298e-14
14,1,14,"0.5,1.5,2.5",5,"-0.00010439272365810525,0.00050267909322704589,-0.00094881539661248189,0.00050655127701691282,-0.0010564626960566953,-0.00050271532876485848,0.00012159811896816252,-0.00010902954453179582,0.00039337228785156129,0.00026021528126447829,-0.00061800839673493795",1.284423508127943,0.8980173843741476,0.11429969232615184,0,0.001998307558184849,0.002025366851143044,0.0003024580693485733,0.08980062189378565,0.572565029231473,0.00014181951032802382,0.029371995285513087,0.029371995285513087,1.175123624665762e-06,5.178188796792751e-06,1.1436129515375741,1.008456027722201,0.0022420801523446478,,0,220,distance_boundary_and_eikonal_tolerances,337,1.6976774018743298e-14
15,1,15,"0.5,1.5,2.5",5,"-5.8145699369233824e-05,0.00042798350854339755,-0.00089903321609740281,0.0004157202754413201,-0.0010312612786894321,-0.00047683932409825269,0.00034018654398360369,0.0001172303060541427,0.00042567263728339358,0.00024328686963389929,-0.00071132644133369276",1.2503268861759085,0.8804907526859184,0.09733999421013223,0,0.001996238737650436,0.0020281066976735895,0.00027648642201447734,0.09447957525731081,0.6511089981731004,0.00011024040999574975,0.02778270424943955,0.02778270424943955,1.401018387480178e-06,6.1787337558015765e-06,1.149811446448111,1.010730495950449,0.002569706569377392,,0,300,distance_boundary_and_eikonal_tolerances,361,1.6976774018743298e-14
16,1,16,"0.5,1.5,2.5",5,"-7.091785722247467e-05,0.0004250399912364158,-0.00080479060584321663,0.00047782717899860566,-0.0010644143211640451,-0.00046911706335757972,0.00046136668394627077,0.00023055067664114174,0.0004386704848170223,0.00017166387110009534,-0.00081122010241275664",1.2211319900824216,0.8658342234573287,0.029201998263039666,0,0.0019477750197931672,0.0019890158599800414,0.00024167281302577644,0.09831336861531023,0.620870079177585,0.0001485801633889115,0.02614910869796939,0.02614910869796939,1.5832898231894728e-06,7.004080611243096e-06,1.1501216315641776,1.0126896421277714,0.002967530468212787,,0,340,distance_boundary_and_eikonal_tolerances,385,1.6976774018743298e-14
17,1,17,"0.5,1.5,2.5",5,"-3.2356240233042389e-05,0.00033676366683670864,-0.00043683821136060517,0.00037042914871594432,-0.00081514664373605187,-0.00027854155107533027,0.00035239863462108612,0.00033375924673643281,0.00023122811054552411,-2.8508343275777323e-05,-0.00064186047144447901",1.204259728858439,0.856900715863914,0.008760599478911899,0,0.001215493626262623,0.0012584407568867633,0.00035161461358664177,0.09816427110738943,0.6179367522444175,0.00015237701798271035,0.01582274805098213,0.01582274805098213,1.565581794382582e-06,7.061390578547802e-06,1.1056618934528446,1.0129497024672616,0.003299177470741317,,0,340,distance_boundary_and_eikonal_tolerances,409,1.6976774018743298e-14
18,1,18,"0.5,1.5,2.5",5,"-8.140470680469079e-06,0.00026672005398774702,-0.00013422545197402193,0.00022807229918762881,-0.00056946507209956559,-0.0001135531703549677,0.00019673550814957631,0.00040043028072012571,4.6228656557504943e-05,-0.00016625392487895282,-0.00042789788039959828",1.1934567616453462,0.8512127063956159,0.0026281798436735694,0,0.0009285714960651594,0.0009420296466180275,0.0003461820162330501,0.09899137369353747,0.6378807358633573,0.000150032647227882,0.009730663403423049,0.009730663403423049,1.4659145951749582e-06,6.8818674338315924e-06,1.069763165370953,1.0125007058183668,0.0035520789011999456,,0,300,distance_boundary_and_eikonal_tolerances,433,1.6976774018743298e-14
19,1,19,"0.5,1.5,2.5",5,"-1.2551740023142614e-05,0.00023963807480998495,-1.2836335018024792e-07,0.00015674746330065511,-0.00045938443635620287,-4.9479544956080077e-05,0.00014136830941239537,0.00041130537759988018,-7.2495003548314491e-05,-0.00024624041887196766,-0.00030373535835936846",1.1839675546394193,0.8466014874636576,0.0007884539531020708,0,0.0009877340151713166,0.0009940402798831684,0.0002744310144894923,0.09144511899994116,0.6569468408238788,0.00016219207311445744,0.008187186972710944,0.008187186972710944,1.3709639920572303e-06,6.624000815040338e-06,1.0738332630736152,1.011987517119744,0.0037736783373473275,,0,700,distance_boundary_and_eikonal_tolerances,457,1.6976774018743298e-14
20,1,20,"0.5,1.5,2.5",5,"-2.5835004811309146e-05,0.00023284925219342555,3.7982974362844961e-05,9.8799421473423572e-05,-0.00042873336023741508,-3.4087212424397917e-05,0.00016033451310091098,0.00040404218552974182,-0.00018520511449754786,-0.00031015799038674812,-0.00023709853278730284",1.1736528494804732,0.8420198396354425,0.00023653618593062124,0,0.0011414610542108308,0.001148766100276188,0.00020231130256436285,0.08408846037579423,0.6605024539817164,0.0001241594225712987,0.008551652359364241,0.008551652359364241,1.3163807065768135e-06,6.456786624598115e-06,1.083812114934491,1.0116675933909154,0.0039938239524799175,,0,1080,distance_boundary_and_eikonal_tolerances_at_final_state,481,1.6976774018743298e-14
21,1,21,"0.5,1.5,2.5",5,"-4.0760547936454567e-05,0.00022544319544992659,3.7338132904458022e-05,1.1333687117824942e-05,-0.00042167216149129131,-2.3833577459549227e-05,0.00021691779082384094,0.00040303263793986126,-0.00032941294187402019,-0.00036670102224929484,-0.00019256215198481448",1.1607978643879364,0.8369392418479508,7.096085577918636e-05,0,0.001366015652332207,0.0013744814591605588,0.00033909558561500205,0.07960188814931105,0.6803235503814373,0.0001574445759523679,0.010413217841437034,0.010413217841437034,1.3281363331118054e-06,6.5637343732240584e-06,1.100939014893013,1.012012830514839,0.004226132030674207,,0,1200,distance_boundary_and_eikonal_tolerances_at_final_state,505,1.6976774018743298e-14
22,1,22,"0.5,1.5,2.5",5,"-5.7738127595207798e-05,0.00019954234619861685,2.7232234131536312e-05,-0.00011921022998999812,-0.00039382944355856992,1.1498768362753808e-05,0.00028265288211198577,0.00039869374045999669,-0.00049886497747718569,-0.00038081185586122304,-0.00014801749014319005",1.1448023118205708,0.8312295933171037,2.1288256733755908e-05,0,0.0015956655336145714,0.001594791859454164,0.0002903549655776858,0.07608159708833759,0.6693249427911782,0.00011860345207652476,0.013298659521171288,0.013298659521171288,1.4634492863218246e-06,7.272728520516821e-06,1.1240382449744417,1.0132575662764873,0.004469761432475357,,0,760,distance_boundary_and_eikonal_tolerances,529,1.6976774018743298e-14
23,1,23,"0.5,1.5,2.5",5,"-7.5232688811757253e-05,0.00014182854048191734,1.5231729983826338e-05,-0.0002629796514852414,-0.00031817402608322603,7.9355766808920602e-05,0.00031185388744385816,0.00034489095430929791,-0.00061289439722639534,-0.00029483166630818355,-8.7694051836188219e-05",1.1284275745397543,0.8252413124748903,6.386477020126772e-06,0,0.0016510279039525814,0.001652408515433281,0.0002608151464461556,0.08042679273817963,0.6877964484344155,0.00014187587851454114,0.014778101455067517,0.014778101455067517,1.8039027839876326e-06,8.861489305714667e-06,1.137831592042964,1.0159713962525658,0.004703213611369039,,0,140,distance_boundary_and_eikonal_tolerances,553,1.6976774018743298e-14
24,1,24,"0.5,1.5,2.5",5,"-8.0899740174393835e-05,5.7816689863505659e-05,-2.0009237406273071e-05,-0.00033544370793015015,-0.00022321884907544555,0.00013978247728942307,0.00026041937675968569,0.00020957857906158311,-0.00056506049018238322,-0.00012687030488778449,-1.3381956851152573e-05",1.1164630617182805,0.8198058904507534,1.9159431060380314e-06,0,0.0014067525083242066,0.0014088887202535919,0.0003171016850606747,0.08115902753534911,0.6827404627530417,0.00015745414234940268,0.011954781523487308,0.011954781523487308,2.2973940349755744e-06,1.2340424259131919e-05,1.1298817732816655,1.0198539780165983,0.004891926576085286,,0,420,distance_boundary_and_eikonal_tolerances,577,1.6976774018743298e-14
25,1,25,"0.5,1.5,2.5",5,"-6.5449163978405984e-05,-2.7973317398480404e-05,-7.482220769877598e-05,-0.00030505169345309917,-0.00014889729282639174,0.00014724046584963196,0.0001509495961839733,7.1768065268593286e-05,-0.00039240317934798036,7.3628447910998656e-06,5.1850284087323767e-05",1.1101071640350444,0.8158081785135717,1e-06,0,0.000969763745878407,0.0009807521187513819,0.0003546266414455126,0.0835791135470771,0.6594098408445747,0.0001607057523330506,0.006776092306393669,0.006776092306393669,2.743418055318483e-06,1.5304329296157065e-05,1.130212900012315,1.0243024480149514,0.00501604203351982,,0,500,distance_boundary_and_eikonal_tolerances,601,1.6976774018743298e-14
26,1,26,"0.5,1.5,2.5",5,"-4.2612823728122067e-05,-9.1381060043363847e-05,-0.00010994660322668042,-0.00024337946198656885,-9.4811253365800519e-05,0.00012176332142633307,5.2791200710145386e-05,1.579361348004194e-05,-0.00022875422643903377,5.5319511300800185e-05,9.6535303024602965e-05",1.107013128548884,0.8134163093371406,1e-06,0,0.0005857047327467119,0.0005992378030823019,0.0003848073961158339,0.08467755460057272,0.6566142529627038,0.00015999376769940208,0.0032636307117545308,0.0032636307117545308,3.0637001859591167e-06,1.691033085483899e-05,1.12194425732909,1.0287512694474656,0.00508487645585602,,0,140,distance_boundary_and_eikonal_tolerances,625,1.6976774018743298e-14
27,1,27,"0.5,1.5,2.5",5,"-2.446680249441058e-05,-0.00012807552202424196,-0.00012799367146283422,-0.00019896182800288812,-5.8445460017677651e-05,0.00010103494452161909,-6.9300386364350028e-06,1.1751956038223161e-05,-0.00012336568179870149,5.6442856719272665e-05,0.00012885233871190574",1.105105618689639,0.8121719020360813,1e-06,0,0.0004796807895817913,0.0004910883806914568,0.0004199413677606303,0.0860549594667019,0.6873513149019905,0.00016618717251554952,0.0018740472078245035,0.0018740472078245035,3.3126157424237303e-06,1.7996110312772255e-05,1.1133914554434334,1.0328423359760028,0.0051198973959293605,,0,160,distance_boundary_and_eikonal_tolerances,649,1.6976774018743298e-14
28,1,28,"0.5,1.5,2.5",5,"-1.2474032802432848e-05,-0.00014836825905402374,-0.00014277088728695763,-0.00017448201935697753,-3.919049491919018e-05,9.3846893836180062e-05,-3.9635668946360499e-05,2.0141582863448921e-05,-6.3776750919974904e-05,4.9620519017202544e-05,0.00015448716247834182",1.1034491120838155,0.8115822539149539,1e-06,0,0.0005054723690535287,0.0005063746686229166,0.00047206611263629037,0.08609175957935519,0.6851909484935987,0.0001872576580088138,0.0015335168391314349,0.0015335168391314349,3.588887783490679e-06,1.9695619461225242e-05,1.1105362033203605,1.0377141768270726,0.005137970022041768,,0,180,distance_boundary_and_eikonal_tolerances,673,1.6976774018743298e-14
29,1,29,"0.5,1.5,2.5",5,"-5.0603789785275114e-06,-0.00016130170541434852,-0.0001601477716507774,-0.00016293165458117456,-3.5289303627490948e-05,9.7210836866146706e-05,-5.9722227987259763e-05,3.0646109714048845e-05,-3.1332433345735934e-05,4.7991493436505084e-05,0.0001745018416108797",1.101674821213223,0.8113165444480162,1e-06,0,0.0005581517503716516,0.0005603626809188303,0.0005053492378998163,0.08545977058817998,0.6882083779329633,0.0002009383011266283,0.0015975904462220446,0.0015975904462220446,3.986019467540617e-06,2.248776145673808e-05,1.115698322226545,1.0431385734683016,0.005149734519655929,,0,280,distance_boundary_and_eikonal_tolerances,697,1.6976774018743298e-14
30,1,30,"0.5,1.5,2.5",5,"-1.7045741990071039e-07,-0.00017187733196543213,-0.00018493759580377064,-0.00015845849369245377,-4.6911427994850232e-05,0.00010918996563542236,-7.59974005518986e-05,4.3381540528686071e-05,-1.3257706930388646e-05,5.3064355876751278e-05,0.00019016255675538102",1.0995593838370639,0.8111678835038437,1e-06,0,0.0006412148345109347,0.0006449150041811524,0.0005482986246077453,0.08568052162103644,0.699509858230087,0.00021330578013693292,0.0018695086334559038,0.0018695086334559038,4.600010889630189e-06,2.638929807947289e-05,1.1311192158681334,1.0513971612146107,0.005162387354548241,,0,120,distance_boundary_and_eikonal_tolerances,721,1.6976774018743298e-14
31,1,31,"0.5,1.5,2.5",5,"3.7204400394685474e-06,-0.0001828180275395365,-0.00022228174830116418,-0.00015765155017967984,-7.6652587752510707e-05,0.00013066328100980702,-9.3856883737930007e-05,6.1113792915937318e-05,-1.6613985193223252e-06,6.5011815302020115e-05,0.0002030556879067467",1.09680495580842,0.8109855618103512,1e-06,0,0.0007675335632711359,0.0007700121062931332,0.0005325322045435624,0.08598449784646442,0.6898805756491257,0.000188368382669021,0.0023795652354391037,0.0023795652354391037,5.571861817298799e-06,3.148341866858658e-05,1.1616858198417033,1.0621340542414188,0.005182041236772502,,0,140,distance_boundary_and_eikonal_tolerances,745,1.6976774018743298e-14
32,1,32,"0.5,1.5,2.5",5,"7.4445505985522879e-06,-0.00019591942935717218,-0.00027982770981120115,-0.00015837222190958971,-0.00013106507374103512,0.00016456616837418327,-0.00011675694808470041,8.7394346942270727e-05,8.9501768485792741e-06,8.558079452008986e-05,0.00021412545497372066",1.0928424623144743,0.8106221038557898,1e-06,0,0.0009584257681649755,0.0009582410219685402,0.0005541899758056278,0.08603957096787032,0.7033422623074482,0.00019543866694174752,0.0033291675356567833,0.0033291675356567833,7.139364202506358e-06,4.194474950911555e-05,1.2189697240851112,1.0766258517355332,0.0052155854164422895,,0,260,distance_boundary_and_eikonal_tolerances,769,1.6976774018743298e-14
33,1,33,"0.5,1.5,2.5",5,"1.0878755508341055e-05,-0.00021222727212217581,-0.00036774837293330001,-0.0001588499713017627,-0.00022081707966523724,0.00021445448041428327,-0.00014670425583641566,0.00012641475925245216,2.3516944719263152e-05,0.00011899470635031895,0.00022196221049571661",1.0865611984913897,0.8098973041843271,1e-06,0,0.0012434757137353353,0.0012457861042963227,0.0005258342561170738,0.08803796284763529,0.6942584574841507,0.00016048662751288502,0.0051526345113492075,0.0051526345113492075,9.6482010792059e-06,7.376457427901037e-05,1.324546487031512,1.0931589114107831,0.005272115300051241,,0,120,distance_boundary_and_eikonal_tolerances,793,1.6976774018743298e-14
34,1,34,"0.5,1.5,2.5",5,"1.1873128001200093e-05,-0.00022973542558523194,-0.00048956535025974684,-0.00015524708577244035,-0.0003529805841734734,0.00027876806007692508,-0.00018262709716485893,0.00018060029271957647,4.6714326723796361e-05,0.00017191515677360657,0.00021923509420044082",1.0762525605466338,0.8086367174025118,1e-06,0,0.0016375477837075204,0.001639767196161248,0.0005116725310753023,0.08950065872392043,0.6608200306900078,0.00017181685493122476,0.008482849115712697,0.008482849115712697,1.3439004316964803e-05,0.00013344357479489358,1.5135851394904123,1.1129531874151202,0.005362227533848839,,0,260,distance_boundary_and_eikonal_tolerances,817,1.6976774018743298e-14
35,1,35,"0.5,1.5,2.5",5,"2.7834279518631242e-06,-0.00022969741654804037,-0.00059110876343633457,-0.00013055330324198133,-0.00048893679164865671,0.00032855003559642451,-0.00021573834590347035,0.0002399492790634456,7.7067146454714742e-05,0.00024642132783179039,0.00018658822174432558",1.0616523947732643,0.8069957837289369,0.006152654101490372,0,0.0019999984418217517,0.0020109972935025955,0.0007103678754528017,0.0894188385258822,0.6026055478427089,0.00023183087416435953,0.012885623576964142,0.012885623576964142,1.774329030633707e-05,0.00017989157755948201,1.7801017514655981,1.1610920141723478,0.005487562002011435,,0,560,distance_boundary_and_eikonal_tolerances,841,1.6976774018743298e-14
36,1,36,"0.5,1.5,2.5",5,"-7.6698201312718587e-06,-0.00019200122602522067,-0.00056272900270045736,-7.3004215275523557e-05,-0.00050887008794611298,0.00032025487844092418,-0.00022701612257821965,0.0002642265000428718,8.984362344156984e-05,0.00031022267745284054,0.0001200120666072039",1.047827760378018,0.8058221396690826,0.0018457962304471115,0,0.001999798168347916,0.002012919708994443,0.0007614805333826338,0.08639945188996977,0.5704265056684108,0.00026539068598981433,0.014147059736257479,0.014147059736257479,2.1364359712065013e-05,0.00016119828063918866,1.9647944738036784,1.2211663275040672,0.0056189959459887655,,0,920,distance_boundary_and_eikonal_tolerances,865,1.6976774018743298e-14
37,1,37,"0.5,1.5,2.5",5,"-1.3072782056550563e-05,-7.3125041842138412e-05,-0.00031641153261927112,3.8950767646554251e-05,-0.00033890951028143378,0.00022103647271053372,-0.00019802632016456209,0.00021748193682018488,7.5703471132212212e-05,0.00028532521507792011,4.1046820516919199e-05",1.0406711736175898,0.8054341680529225,0.0005537388691341334,0,0.0013662409663687735,0.0013812225073258977,0.000843042716210831,0.08801353860517692,0.5793750398837412,0.0002773069183916524,0.008310904236308767,0.008310904236308767,2.0664614756753344e-05,0.00014148456383156178,1.7466869566741912,1.2378010017578276,0.005711430900550023,,0,200,distance_boundary_and_eikonal_tolerances,889,1.6976774018743298e-14
38,1,38,"0.5,1.5,2.5",5,"-1.9707585519884925e-06,5.1671756791912883e-05,-0.0001089926275194945,0.00013100777132946727,-0.00018356697633178996,0.00012447945609375021,-0.00012700789437644335,0.00014241959767758792,5.7540353091919433e-05,0.00018459296437454018,-1.597847656005391e-05",1.0378624017832223,0.8050857109010429,0.00016612166074024,0,0.0006559909233148229,0.0006612631805886587,0.0008157315279810153,0.08951808060912411,0.593089016048991,0.0002890871336460252,0.0031761765858521977,0.0031761765858521977,1.6036473055767346e-05,0.000100740449439924,1.4200957504804208,1.2086593560855832,0.005766763097102177,,0,100,distance_boundary_and_eikonal_tolerances,913,1.6976774018743298e-14
39,1,39,"0.5,1.5,2.5",5,"4.2021148813597807e-06,0.00012123740871530444,-1.244032992412892e-05,0.00017046732033756902,-0.00012832372237079126,7.1639407793417954e-05,-7.6196970339458632e-05,0.00010069030034286751,5.1647681010271005e-05,0.00010644556417908095,-5.0351418733618369e-05",1.0362320368739635,0.8045032045575542,4.9836498222072e-05,0,0.00043147894938198785,0.00043968128828212065,0.0007293830373696757,0.08990901326935244,0.5910933078288472,0.0002850941308109242,0.0016685548128161658,0.0016685548128161658,1.2482715653700488e-05,8.076122096252181e-05,1.2462861536386205,1.174738501316616,0.005807584822208545,,0,100,distance_boundary_and_eikonal_tolerances,937,1.6976774018743298e-14
