iteration,stage,stage_iteration,stage_train_frequencies_ghz,stage_maximum_mode,modal_step_m,loss,relative_l2_error,applied_damping,accepted_backtrack_count,maximum_modal_field_update_m,curve_change_m,redistance_curve_drift_m,eikonal_rms,eikonal_maximum_deviation,maximum_curve_field_residual,trust_region_predicted_relative_change,accepted_step_predicted_relative_change,arclength_refit_rms_m,arclength_refit_maximum_m,arclength_speed_ratio_before,arclength_speed_ratio_after,radial_spectral_tail_rms_m,radial_spectral_tail_limit_m,spectral_tail_rejection_count,redistance_steps,redistance_stop_reason,evaluation_count,maximum_system_residual
40,1,40,"0.5,1.5,2.5",5,"4.2281787271236813e-06,0.00015011656788574071,3.1627741629762201e-05,0.00018144966310313626,-0.00011847220374964,4.6918265023442171e-05,-5.2978216159242456e-05,8.7582152937818432e-05,5.1435700843039674e-05,6.4360094546138415e-05,-6.8076189114159503e-05",1.0348845754837037,0.8038071294457896,1.49509494666216e-05,0,0.000412739663982584,0.0004226324729702407,0.0007465238032306327,0.09034191251472129,0.614270168150496,0.0002768509502647093,0.001327308407801407,0.001327308407801407,1.0570636129589024e-05,7.116378236010594e-05,1.1684774580088972,1.1513454009989685,0.0058444286516060335,,0,120,distance_boundary_and_eikonal_tolerances,961,1.6976774018743298e-14
41,1,41,"0.5,1.5,2.5",5,"2.6550627648229143e-06,0.00015982358365521489,5.0877389606130873e-05,0.00018160924909286531,-0.00012073061599664917,3.5959159648189118e-05,-4.1698106811613109e-05,8.4451484589259055e-05,5.267703631345454e-05,4.1235070524244946e-05,-7.6039479998629285e-05",1.0336563340018343,0.8031046208155064,4.48528483998648e-06,0,0.00039604628765929395,0.00040690714732633047,0.000734926019565932,0.09122354123003916,0.6170263630372903,0.00029095221264321264,0.0012044811591628984,0.0012044811591628984,9.520377720548827e-06,6.460789094953993e-05,1.1339593583840362,1.1357641840753447,0.005880531254262339,,0,100,distance_boundary_and_eikonal_tolerances,985,1.6976774018743298e-14
42,1,42,"0.5,1.5,2.5",5,"1.2773543869613608e-06,0.00016103639630239033,5.8935414916068785e-05,0.00017742998756414073,-0.00012372176138917765,3.0719365093659259e-05,-3.5695543903928206e-05,8.3213991299386901e-05,5.3763427197043304e-05,2.7147886659925415e-05,-7.8360940075375863e-05",1.0325228173907919,0.802445645806957,1.3455854519959438e-06,0,0.00037979958038327703,0.00039170037432867925,0.0006732349210066293,0.09096200039427257,0.6192491369490789,0.00026312092685321087,0.001116114781281182,0.001116114781281182,8.836932211194236e-06,5.985477886447865e-05,1.115820799338879,1.1248399452876994,0.005916452501090971,,0,120,distance_boundary_and_eikonal_tolerances,1009,1.6976774018743298e-14
43,1,43,"0.5,1.5,2.5",5,"2.7271197150741621e-07,0.00015796858217947558,6.1640790061420067e-05,0.00017109938208493435,-0.00012475085801674015,2.7570456340525347e-05,-3.1894039670597221e-05,8.1463337771535286e-05,5.413496789486903e-05,1.7580392878076803e-05,-7.7571766012430332e-05",1.0314867600221997,0.8018541465086426,1e-06,0,0.0003621330604308558,0.0003743230016779169,0.0006261680006281646,0.09133721417999255,0.6159785375192548,0.00025451662279861453,0.001026653541103988,0.001026653541103988,8.315299670162424e-06,5.6155446206158326e-05,1.105106013241018,1.116531072575542,0.005951970220767764,,0,100,distance_boundary_and_eikonal_tolerances,1033,1.6976774018743298e-14
44,1,44,"0.5,1.5,2.5",5,"-4.8969178906847691e-07,0.00015231277832451,6.1582796327856637e-05,0.00016326726792334663,-0.00012352419190657843,2.5062320130390189e-05,-2.9000074505193637e-05,7.8750976865737e-05,5.3665296291645863e-05,1.0445252269273199e-05,-7.4968272220417978e-05",1.0305556949311852,0.8013411613747782,1e-06,0,0.0003425344450501439,0.00035444523049702105,0.0005831753248731847,0.0907720564953365,0.6354479339713217,0.0002631368239840587,0.0009291558534139922,0.0009291558534139922,7.880801217794468e-06,5.3101014183353756e-05,1.100793653477976,1.109773583248693,0.0059866818204845325,,0,120,distance_boundary_and_eikonal_tolerances,1057,1.6976774018743298e-14
45,1,45,"0.5,1.5,2.5",5,"-1.111926576912805e-06,0.00014483415421860652,5.9904989339255106e-05,0.00015419020736552963,-0.00012035149411364324,2.2686579394611034e-05,-2.6434901633099184e-05,7.5139502143174995e-05,5.2405295515060146e-05,4.7664348456719494e-06,-7.1234197843890335e-05",1.0297354671195706,0.8009102672888011,1e-06,0,0.00032069525875784227,0.00033214180749830514,0.0006184553572563329,0.0893436661908269,0.6143597464388254,0.00025808734948920553,0.0008244462903378713,0.0008244462903378713,7.507519700090179e-06,5.049165377019096e-05,1.0969971094964903,1.1040565879939797,0.006020181530864097,,0,140,distance_boundary_and_eikonal_tolerances,1081,1.6976774018743298e-14
46,1,46,"0.5,1.5,2.5",5,"-1.6389219149997216e-06,0.00013601033659545474,5.7188724464998532e-05,0.00014409042630014423,-0.000115619180569882,2.0310440331842596e-05,-2.3976995049879464e-05,7.081577255349659e-05,5.0474461918465376e-05,9.3356305478162024e-08,-6.6769226815853626e-05",1.0290277967238084,0.8005597942121334,1e-06,0,0.00029730201893379967,0.0003078358005774598,0.0005988286287796694,0.08737580648743591,0.6161214147716245,0.00025400501053950836,0.0007162791404045435,0.0007162791404045435,7.1848124968556666e-06,4.822987248780702e-05,1.0931103380390623,1.099129715356535,0.006052113705545403,,0,220,distance_boundary_and_eikonal_tolerances,1105,1.6976774018743298e-14
47,1,47,"0.5,1.5,2.5",5,"-2.0812262837307694e-06,0.00012624330937136837,5.3784390605769062e-05,0.00013324718462270023,-0.00010969228448661579,1.7943514738619052e-05,-2.1565716155489316e-05,6.5988108541094426e-05,4.8011175290032067e-05,-3.772547967870159e-06,-6.1852422641882676e-05",1.0284296613152446,0.8002843210044366,1e-06,0,0.0002728035972605312,0.0002821922296899603,0.0006094833260899604,0.07968338046964325,0.6080908942905614,0.00027260366649451036,0.0006093657715105808,0.0006093657715105808,6.905474165201527e-06,4.6258857963920256e-05,1.0893817437506792,1.0948496891780592,0.006082192672553148,,0,1200,distance_boundary_and_eikonal_tolerances_at_final_state,1129,1.6976774018743298e-14
48,1,48,"0.5,1.5,2.5",5,"-2.4358219417333665e-06,0.00011591615831712393,4.9945205572190025e-05,0.00012198597482127372,-0.00010290345293734783,1.5641937326925093e-05,-1.9214433724529598e-05,6.0859048959689162e-05,4.5154440714587601e-05,-6.9155451584565599e-06,-5.6704333188891527e-05",1.0279338071775772,0.8000759218178405,1e-06,0,0.00024776000317720923,0.0002561247668654829,0.0005941148325925979,0.08065494963911829,0.6564255200585531,0.00025340713594863666,0.0005081552268903838,0.0005081552268903838,6.6626797736113934e-06,4.453515019494706e-05,1.0857988585430927,1.0911130098612822,0.006110211444472918,,0,440,distance_boundary_and_eikonal_tolerances,1153,1.6976774018743298e-14
49,1,49,"0.5,1.5,2.5",5,"-2.6979656948702346e-06,0.00010538923672981434,4.5872696523113028e-05,0.00011064088804120406,-9.5555790043624775e-05,1.346748569816022e-05,-1.6963020034081565e-05,5.5612439677048041e-05,4.2035686687477984e-05,-9.377656041441195e-06,-5.1507289371466167e-05",1.027529909654588,0.7999252979715535,1e-06,0,0.00022290321933873223,0.00023108255816111324,0.000590690550632455,0.07904940635673609,0.6489199096567335,0.0002400368738265414,0.00041607844866597244,0.00041607844866597244,6.449901821546792e-06,4.301986931107308e-05,1.0823854678758509,1.0878320106247747,0.006136043448282978,,0,540,distance_boundary_and_eikonal_tolerances,1177,1.6976774018743298e-14
50,1,50,"0.5,1.5,2.5",5,"-2.8667568676326995e-06,9.4980715239405532e-05,4.1731052026295426e-05,9.9517064627072251e-05,-8.7920590278802466e-05,1.1469870300860785e-05,-1.485354968970026e-05,5.0405086788491029e-05,3.8773886111983238e-05,-1.1196165631392979e-05,-4.6409233667042478e-05",1.0272059556749418,0.7998227432283824,1e-06,0,0.0001988732093951095,0.00020668645574365856,0.0005911533902253039,0.07864403201125895,0.6413242452286546,0.00023570360678436958,0.00033522086801411854,0.00033522086801411854,6.261370472663941e-06,4.1677711805299864e-05,1.0792037715592424,1.0849294730116539,0.006159638030952537,,0,180,distance_boundary_and_eikonal_tolerances,1201,1.6976774018743298e-14
51,1,51,"0.5,1.5,2.5",5,"-2.9467996905670422e-06,8.4949496935539433e-05,3.7650718601940492e-05,8.8864733933848261e-05,-8.0232226327050743e-05,9.680361470352762e-06,-1.2918350287679705e-05,4.5361924818481366e-05,3.5472106456968764e-05,-1.2420312581501491e-05,-4.1523825504032721e-05",1.026949518624056,0.7997588887949559,1e-06,0,0.0001761690976608679,0.00018349739023403475,0.0006805891317238813,0.0810041429801998,0.6501313027217772,0.0002899961729666053,0.0002663537316640777,0.0002663537316640777,6.092444493573996e-06,4.0477773167133004e-05,1.0762431575498315,1.0823387195106628,0.0061810111553328795,,0,100,distance_boundary_and_eikonal_tolerances,1225,1.6976774018743298e-14
52,1,52,"0.5,1.5,2.5",5,"-2.9476552880558895e-06,7.5487088176612988e-05,3.3730062374441743e-05,7.8867177806936969e-05,-7.2683591294256446e-05,8.1116589570630445e-06,-1.1175906994056399e-05,4.0574964859137833e-05,3.2215424340401009e-05,-1.3115273407579738e-05,-3.6931522911457755e-05",1.0267487309203196,0.7997252043110475,1e-06,0,0.00015516401032695612,0.0001619068232711694,0.0006162984182281374,0.08096601471040384,0.6378924312237035,0.000259063007765091,0.00020919383760173305,0.00020919383760173305,5.939549186716213e-06,3.939431768876733e-05,1.074213714668365,1.0800042562843706,0.006200232394858099,,0,180,distance_boundary_and_eikonal_tolerances,1249,1.6976774018743298e-14
53,1,53,"0.5,1.5,2.5",5,"-2.8822413553380677e-06,6.6718766207475878e-05,3.0037904576550387e-05,6.9640723336809819e-05,-6.5424396878409493e-05,6.7610529697713975e-06,-9.6312651523092952e-06,3.6105540705311729e-05,2.9070343569701905e-05,-1.3358855998538932e-05,-3.2682771586273548e-05",1.0265928994719813,0.7997142739356573,1e-06,0,0.0001361451485276349,0.00014214499082132202,0.0006425197908666408,0.08006726797751698,0.645823854625873,0.00027176756939369974,0.0001627523073454895,0.0001627523073454895,5.800130414567399e-06,3.840683465669687e-05,1.0728791534402746,1.077881539393102,0.0062174116842592915,,0,220,distance_boundary_and_eikonal_tolerances,1273,1.6976774018743298e-14
54,1,54,"0.5,1.5,2.5",5,"-2.7649783951519258e-06,5.8711467951125983e-05,2.6617312783683685e-05,6.1242765987345744e-05,-5.8562721934146008e-05,5.6149044145344477e-06,-8.2787811822916216e-06,3.198862920884136e-05,2.6085563149771565e-05,-1.323511375465609e-05,-2.8802792372203197e-05",1.026472801633634,0.799719891730499,1e-06,0,0.00011900145652658927,0.00012430557320173438,0.0006399680800587223,0.08220421618749367,0.6686557076809565,0.00026361515161390375,0.0001256659197814555,0.0001256659197814555,5.672153236352063e-06,3.749916896441323e-05,1.0716506056412303,1.0759352472513704,0.006232685613362291,,0,120,distance_boundary_and_eikonal_tolerances,1297,1.6976774018743298e-14
55,1,55,"0.5,1.5,2.5",5,"-2.6101783215684697e-06,5.1485233330504473e-05,2.3490228425898639e-05,5.368379684139424e-05,-5.2169219798337173e-05,4.6530475693802172e-06,-7.1055249833877154e-06,2.8238158767220592e-05,2.3293771773408116e-05,-1.2827641884873026e-05,-2.5297062305348423e-05",1.0263807434677235,0.7997370308480756,1e-06,0,0.000103780178937254,0.00010837820694397607,0.0006053627299658546,0.07894358312699082,0.6348444913017739,0.00024565544982451705,9.645515462062075e-05,9.645515462062075e-05,5.554050617736862e-06,3.665874258526413e-05,1.0704985366498017,1.0741376745628564,0.00624620617843247,,0,400,distance_boundary_and_eikonal_tolerances,1321,1.6976774018743298e-14
56,1,56,"0.5,1.5,2.5",5,"-2.4308902123420856e-06,4.5025424899227277e-05,2.0662257086661336e-05,4.6940216762144137e-05,-4.6282906674930279e-05,3.8524419902510875e-06,-6.094471985268297e-06,2.485227082104882e-05,2.0714044918992136e-05,-1.221414079168525e-05,-2.2156660059135281e-05",1.0263104672963808,0.7997617360168878,1e-06,0,9.035845138736182e-05,9.428018514294327e-05,0.0006426910120049854,0.08081569126968706,0.6582927406024612,0.00026518240042382527,7.369481161885946e-05,7.369481161885946e-05,5.444560976096195e-06,3.587580558851731e-05,1.069402397885792,1.0724671463691207,0.00625813145481124,,0,160,distance_boundary_and_eikonal_tolerances,1345,1.6976774018743298e-14
