factor,radius_m,production_loss,refined_loss,production_delta,refined_delta,accepted,rejection_reason
1.0,0.005947080387175942,0.8034927001231529,0.8034927001231531,-0.06787257289512127,-0.06787257289512194,True,
0.75,0.004460310290381957,,,,,False,below_minimum_radius
0.5,0.002973540193587971,,,,,False,below_minimum_radius
0.35,0.0020814781355115797,,,,,False,below_minimum_radius
