seed_x_m,seed_y_m,equivalent_radius_m,trial_radius_m,empty_loss,accepted,production_loss,refined_loss,production_delta,refined_delta,rejection_reason
0.43,0.5,0.016068126383003995,0.016068126383003995,0.5,True,0.37016236986570455,0.3701623698657045,-0.12983763013429545,-0.1298376301342955,
0.43,0.5,0.016068126383003995,0.012051094787252997,0.5,True,0.41919901184292047,0.4191990118429205,-0.08080098815707953,-0.08080098815707948,
0.43,0.5,0.016068126383003995,0.008034063191501998,0.5,True,0.46116881790588415,0.46116881790588415,-0.038831182094115846,-0.038831182094115846,
0.43,0.5,0.016068126383003995,0.008,0.5,True,0.46147600966043334,0.46147600966043345,-0.03852399033956666,-0.03852399033956655,
