stage,iteration,loss,relative_l2_error,damping,evaluation_count,maximum_system_residual,component_count,maximum_mode,stage_total_seconds,component_0_id,component_0_parameters,component_1_id,component_1_parameters
split_proposal_first_k1,3,0.19359509175501294,0.622246079545726,8.999999999999999e-05,28,4.763404261803327e-16,1,1,1.0481541930057574,split_seed_000,"[0.04037062201818841, 0.5512407722741163, 0.5514701406135857]",,
split_proposal_first_k1,4,0.19355298359645787,0.6221784046340052,2.6999999999999996e-05,35,4.603066947487661e-16,1,1,1.0481541930057574,split_seed_000,"[0.04042174505152129, 0.5514493337764945, 0.5517172903171459]",,
split_proposal_first_k1,5,0.19355252881931195,0.6221776736902602,8.099999999999999e-06,42,4.787982904985869e-16,1,1,1.0481541930057574,split_seed_000,"[0.0404376489725168, 0.5514249526420952, 0.5516937303086584]",,
split_proposal_first_k1,6,0.19355252370363657,0.6221776654680504,2.4299999999999996e-06,49,4.886551449000359e-16,1,1,1.0481541930057574,split_seed_000,"[0.04043698418486458, 0.551427303266159, 0.551696628686583]",,
split_proposal_first_k1,7,0.19355252364790226,0.622177665378471,7.289999999999998e-07,56,4.872379586537714e-16,1,1,1.0481541930057574,split_seed_000,"[0.04043710177580496, 0.5514270118163813, 0.5516963596393142]",,
split_proposal_first_k1,8,0.19355252364694872,0.6221776653769383,2.1869999999999994e-07,63,4.807106114567829e-16,1,1,1.0481541930057574,split_seed_000,"[0.0404370911671736, 0.551427037766713, 0.551696393619838]",,
split_proposal_first_k2,0,0.19355252364694872,0.6221776653769383,0.001,11,4.807106114567829e-16,1,2,1.6964321260165889,split_seed_000,"[0.0404370911671736, 0.551427037766713, 0.551696393619838, 0.0, 0.0]",,
split_proposal_first_k2,1,0.18778987645506118,0.612845619149001,0.001,22,4.753866870291104e-16,1,2,1.6964321260165889,split_seed_000,"[0.04042141120261339, 0.5515721105765151, 0.5518705662993677, 0.0005596871770714169, -0.005957096425324198]",,
split_proposal_first_k2,2,0.18752993338754675,0.612421314762226,0.0003,33,4.743948498077865e-16,1,2,1.6964321260165889,split_seed_000,"[0.040905256647745254, 0.5510138035693194, 0.5514717521883047, 0.0006366407568698635, -0.005814105783002459]",,
split_proposal_first_k2,3,0.1875215117413683,0.6124075632148387,8.999999999999999e-05,44,4.718134005543764e-16,1,2,1.6964321260165889,split_seed_000,"[0.040900502850057946, 0.5510219950538553, 0.5515054905718176, 0.0006612805263330393, -0.006029337172087191]",,
split_proposal_first_k2,4,0.1875212370165964,0.6124071146167336,2.6999999999999996e-05,55,4.861601433913311e-16,1,2,1.6964321260165889,split_seed_000,"[0.04091245528379865, 0.5510019247985194, 0.5514944487040954, 0.0006696635650352301, -0.006023837422177805]",,
split_proposal_first_k2,5,0.1875212275041795,0.6124070990839011,8.099999999999999e-06,66,4.758971859099938e-16,1,2,1.6964321260165889,split_seed_000,"[0.040911860765772995, 0.5510014545947314, 0.551496126855757, 0.0006715972067905995, -0.006030545560550546]",,
split_proposal_first_k2,6,0.18752122714757072,0.6124070985015944,2.4299999999999996e-06,77,4.571596812747081e-16,1,2,1.6964321260165889,split_seed_000,"[0.040912207151156184, 0.5510006864467887, 0.5514959281735006, 0.0006721693735250603, -0.006030399502400814]",,
split_proposal_first_k2,7,0.18752122713222602,0.612407098476538,7.289999999999998e-07,88,4.656630279383105e-16,1,2,1.6964321260165889,split_seed_000,"[0.040912189041097516, 0.5510006321995284, 0.5514960153844684, 0.0006722990570059845, -0.0060306121899575795]",,
split_proposal_first_k2,8,0.18752122713167374,0.6124070984756361,2.1869999999999994e-07,99,4.89206781878144e-16,1,2,1.6964321260165889,split_seed_000,"[0.040912200011239616, 0.5510005993437088, 0.5514960174476823, 0.0006723342813095866, -0.006030609916449096]",,
split_proposal_first_k5,0,0.18752122713167374,0.6124070984756361,0.001,23,4.89206781878144e-16,1,5,5.760376409016317,split_seed_000,"[0.040912200011239616, 0.5510005993437088, 0.5514960174476823, 0.0006723342813095866, -0.006030609916449096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,
split_proposal_first_k5,1,0.17729121889911392,0.5954682508734012,1.0,73,5.618687247923666e-16,1,5,5.760376409016317,split_seed_000,"[0.04092215726302635, 0.5512152252090649, 0.5516489091691671, 0.00043968880264888863, -0.006262876265051764, -0.0037542996475767878, 0.004379037652824228, 0.00068945829242901, -0.0025370202134883954, 0.006, 0.006]",,
split_proposal_first_k5,2,0.17118195138450773,0.5851187082712495,0.3,96,6.694287501339515e-16,1,5,5.760376409016317,split_seed_000,"[0.042248029500763964, 0.5515480204876231, 0.5514116666979649, 5.2065244178991056e-05, -0.004101834838130776, -0.009387895377249445, 0.010203002552920375, 0.006581232434604423, -0.002699058767673013, 0.006196927806061249, 0.008503260315102928]",,
split_proposal_first_k5,3,0.17059997086439171,0.5841232247811959,0.09,119,8.560274558413106e-16,1,5,5.760376409016317,split_seed_000,"[0.04318896185195372, 0.5509842538919253, 0.5505023521971761, -0.0007447684307591592, -0.0010056902863193242, -0.010067144818759402, 0.011659487117629702, 0.0005812324346044229, -0.0047121598063713304, 0.007152709095867496, 0.01147664685338628]",,
split_proposal_first_k5,4,0.17043513023175472,0.583840954767229,0.027,142,7.477057753764727e-16,1,5,5.760376409016317,split_seed_000,"[0.04332623452606084, 0.5512980968398231, 0.5504422093716305, 0.0012885303021660027, -0.0025577300223397475, -0.010239919088088596, 0.010879146031836689, 0.0027002216129394067, -0.0044893529949093436, 0.009544913270296074, 0.006139709057864554]",,
split_proposal_first_k5,5,0.1704226134500773,0.583819515689699,0.0081,168,7.446247553039236e-16,1,5,5.760376409016317,split_seed_000,"[0.04336707477163038, 0.5509890689363873, 0.5507968590963834, 0.0005385303021660027, -0.0018077300223397475, -0.009489919088088595, 0.011285024035810144, 0.0019502216129394067, -0.003829452306724807, 0.008794913270296073, 0.006889709057864554]",,
split_proposal_first_k5,6,0.17038634381412956,0.5837573876434107,0.0243,203,7.430629650281757e-16,1,5,5.760376409016317,split_seed_000,"[0.0433492840469238, 0.5509741624699207, 0.5509282404192496, -0.00012263563916280825, -0.0018373592413699616, -0.009369165683394295, 0.01135402869001572, 0.0014568295147450142, -0.0037740196340843636, 0.008044913270296073, 0.007639709057864554]",,
split_proposal_first_k5,7,0.17038452744733884,0.5837542761253897,0.00729,231,6.890281463966919e-16,1,5,5.760376409016317,split_seed_000,"[0.04334345006060568, 0.5509770966300707, 0.5509779155546108, -0.0002922895546133437, -0.0018776103712127236, -0.00934963177122407, 0.011390981396426605, 0.0014096313276835179, -0.0037667909289346977, 0.007857413270296073, 0.007827209057864553]",,
split_proposal_first_k5,8,0.17022788031290687,0.5834858701166754,0.021869999999999997,264,7.97529177304134e-16,1,5,5.760376409016317,split_seed_000,"[0.04327216723590418, 0.5510619838934017, 0.5512078740499017, -0.0011562586845590029, -0.0023406342828507956, -0.009452070826516596, 0.011360162948090365, 0.0006920511577926019, -0.00377276169299862, 0.005253142470311015, 0.010391254888695821]",,
split_proposal_first_k5,9,0.1702217913966138,0.5834754346099136,0.006560999999999999,291,7.488391506242787e-16,1,5,5.760376409016317,split_seed_000,"[0.043289121617709175, 0.55106644546363, 0.5509619518328466, -0.0007812586845590029, -0.002125009636311363, -0.0095274740687646, 0.011087317152920894, 0.0007069677306874635, -0.003842152996188818, 0.005628142470311015, 0.01001625488869582]",,
split_proposal_first_k5,10,0.17019642287823328,0.583431954692633,0.019682999999999996,325,7.466605780953539e-16,1,5,5.760376409016317,split_seed_000,"[0.04328538269749549, 0.5511312093877343, 0.5506648555550132, 0.00015874873174481156, -0.0020337515993488287, -0.009721618291429299, 0.010770161856633261, 0.001042438231745436, -0.003976608227523861, 0.007128142470311015, 0.008545755012549804]",,
post_topology_low_frequency,0,0.09197458569190482,0.428892960287074,0.001,29,1.4065450428315141e-15,2,5,21.721406105003553,split_seed_000,"[0.04328538269749549, 0.5511312093877343, 0.5506648555550132, 0.00015874873174481156, -0.0020337515993488287, -0.009721618291429299, 0.010770161856633261, 0.001042438231745436, -0.003976608227523861, 0.007128142470311015, 0.008545755012549804]",td_birth_001,"[0.0162867503967641, 0.4418222222222223, 0.44186666666666646]"
post_topology_low_frequency,1,0.04687271569807937,0.30617875725817223,0.001,58,1.361855452204518e-15,2,5,21.721406105003553,split_seed_000,"[0.03885261362791346, 0.553758193429368, 0.5540388707943112, -0.0028412512682551884, 0.0009662484006511714, -0.006721618291429299, 0.00856405937433731, -0.001957561768254564, -0.0063952359799661265, 0.0041281424703110145, 0.011545755012549803]",td_birth_001,"[0.022286750396764102, 0.4399518075489689, 0.4411132788355713]"
post_topology_low_frequency,2,0.030755688213345223,0.24801487138212186,0.0003,87,1.3392536425490578e-15,2,5,21.721406105003553,split_seed_000,"[0.03773178112907515, 0.5556728642984247, 0.5564418858936431, -0.004341251268255188, -0.0005337515993488287, -0.005221618291429298, 0.00706405937433731, -0.003457561768254564, -0.007895235979966126, 0.0026281424703110145, 0.013045755012549802]",td_birth_001,"[0.0252867503967641, 0.4411596456843479, 0.4420483698534601]"
post_topology_low_frequency,3,0.014740374390095776,0.1716995887595295,8.999999999999999e-05,116,1.3756892114706941e-15,2,5,21.721406105003553,split_seed_000,"[0.03602950654921236, 0.5578897070688864, 0.559138350295202, -0.00483804770650897, -0.003433907808214213, -0.002221618291429298, 0.00406405937433731, -0.006457561768254565, -0.010895235979966125, -0.00037185752968898556, 0.011377193387048106]",td_birth_001,"[0.030119262034128336, 0.4428047935942459, 0.44330799566987034]"
post_topology_low_frequency,4,0.008310865407581509,0.12892529160394797,2.6999999999999996e-05,145,1.4093452480926406e-15,2,5,21.721406105003553,split_seed_000,"[0.035507987558600226, 0.5567534229619457, 0.5573240175538763, 0.00116195229349103, -0.0008748721351860139, 0.003778381708570702, -0.0019359406256626898, -0.012457561768254565, -0.016259510790130327, 0.005628142470311015, 0.005377193387048106]",td_birth_001,"[0.03453898494679746, 0.4441431426361776, 0.44436670941437223]"
post_topology_low_frequency,5,0.007999108147068733,0.12648405549371616,8.099999999999999e-06,177,1.4266101065936094e-15,2,5,21.721406105003553,split_seed_000,"[0.03540143686191869, 0.5572058632072485, 0.5584620614432951, 0.00153695229349103, -0.0006574465376265632, 0.003403381708570702, -0.002001710343896949, -0.012443426004368074, -0.015884510790130327, 0.005253142470311015, 0.005752193387048106]",td_birth_001,"[0.03450124339054291, 0.44410820631345255, 0.4443525584217297]"
post_topology_low_frequency,6,0.007957515850170278,0.12615479261740536,0.0024299999999999994,233,1.4284831542751148e-15,2,5,21.721406105003553,split_seed_000,"[0.03533756257018638, 0.5574227380002515, 0.5591154307836292, 0.0018393126357779772, -0.0005036339708896838, 0.0031784638827687486, -0.0020700406043360118, -0.012386377073421542, -0.015509510790130326, 0.004878142470311014, 0.006127193387048107]",td_birth_001,"[0.03447185003623279, 0.4440961391950459, 0.4443514561592965]"
post_topology_low_frequency,7,0.0074681427781036975,0.12221409720734917,0.007289999999999998,270,1.5468607063254448e-15,2,5,21.721406105003553,split_seed_000,"[0.03505600481091073, 0.5581755914286438, 0.5618519555482459, 0.0025992779781970547, 0.00022333702009759925, 0.0031810433763721216, -0.002794846086550994, -0.011792714043817603, -0.012509510790130327, 0.0018781424703110143, 0.009127193387048108]",td_birth_001,"[0.03427496729757654, 0.4440906293754033, 0.4443893018405539]"
post_topology_low_frequency,8,0.00728359854225538,0.12069464397607195,0.0021869999999999993,300,1.511283382001556e-15,2,5,21.721406105003553,split_seed_000,"[0.03497921780652614, 0.5579888350368791, 0.5625724629399804, 0.0023249433752329006, 1.5285144223575574e-05, 0.004000231984559786, -0.002945136732913008, -0.010914451676823218, -0.011009510790130328, 0.00037814247031101424, 0.010627193387048107]",td_birth_001,"[0.03422224682790138, 0.444091903334277, 0.4444082516489028]"
post_topology_low_frequency,9,0.006796295585175313,0.11658726847452353,0.0006560999999999997,329,1.221952260567445e-15,2,5,21.721406105003553,split_seed_000,"[0.03504532663465524, 0.5554252142172551, 0.5620082236947129, 0.0008009118456034775, -0.0004050057341623065, 0.008705573657933584, -0.002417155845655936, -0.011857665549118698, -0.0050095107901303275, -0.005621857529688986, 0.007893413619320312]",td_birth_001,"[0.034146121342710264, 0.44420557756044965, 0.4445170001254672]"
post_topology_low_frequency,10,0.0062562595654370575,0.11185937211907689,0.00019682999999999992,358,1.4170985409680974e-15,2,5,21.721406105003553,split_seed_000,"[0.03495776365339715, 0.5584561191272456, 0.562147838461636, -0.0006990881543965225, -0.001412650425285668, 0.007205573657933584, -0.0033100450034770474, -0.012977437966990954, -0.006509510790130327, -0.004121857529688987, 0.009393413619320312]",td_birth_001,"[0.034087090048413385, 0.44410934964152954, 0.4443609705203399]"
post_topology_low_frequency,11,0.006196983529349671,0.11132819525483804,5.904899999999997e-05,387,1.3855592927863744e-15,2,5,21.721406105003553,split_seed_000,"[0.03506330451840636, 0.5594127005380329, 0.5606635849571989, -0.0015368398408031085, 4.867428898201547e-05, 0.005790115560452957, -0.006065334288997047, -0.014581555901935104, -0.009509510790130328, -0.0011218575296889867, 0.006393413619320312]",td_birth_001,"[0.034092242913808316, 0.44414350028002236, 0.44431415755445713]"
post_topology_low_frequency,12,0.0061889098398864705,0.1112556501026934,1.771469999999999e-05,420,1.3919610076494989e-15,2,5,21.721406105003553,split_seed_000,"[0.03502682368530496, 0.5592854860228701, 0.5613267036826994, -0.0011618398408031086, 3.639047585345979e-05, 0.005580953541100446, -0.005690334288997047, -0.014206555901935104, -0.009134510790130328, -0.0014968575296889866, 0.006768413619320312]",td_birth_001,"[0.034085324211708824, 0.4441315738867723, 0.4443205145277703]"
post_topology_low_frequency,13,0.006177358943895445,0.11115177860831058,5.314409999999998e-06,454,1.367310564932262e-15,2,5,21.721406105003553,split_seed_000,"[0.0350133576067946, 0.559196285936664, 0.5615656487354758, -0.0009743398408031086, 3.5001976362414474e-05, 0.005538784321936704, -0.005502834288997047, -0.014019055901935104, -0.008947010790130328, -0.0016843575296889865, 0.006955913619320312]",td_birth_001,"[0.03408250263023696, 0.4441297766293011, 0.4443263211486092]"
post_topology_low_frequency,14,0.006167791963861312,0.11106567393989299,1.5943229999999993e-06,488,1.4520388378079274e-15,2,5,21.721406105003553,split_seed_000,"[0.03500074319009172, 0.55910184676461, 0.5617664680413438, -0.0007868398408031087, 3.059285977379929e-05, 0.005521030876949214, -0.005328236528997905, -0.013831555901935104, -0.008759510790130327, -0.0018718575296889865, 0.007143413619320312]",td_birth_001,"[0.03407988691307926, 0.44412932196539484, 0.44433277636584245]"
post_topology_low_frequency,15,0.006154162489261426,0.11094289061730299,4.782968999999998e-07,522,1.4590740884547326e-15,2,5,21.721406105003553,split_seed_000,"[0.03498877094623168, 0.5590047218821896, 0.5619315034050916, -0.0005993398408031087, 2.248933521177933e-05, 0.005524651068939902, -0.005190110603582718, -0.013644055901935103, -0.008572010790130327, -0.0020593575296889866, 0.007330913619320313]",td_birth_001,"[0.03407746594209939, 0.44413001945225566, 0.44433968502835847]"
shape_k2,0,0.006154162489261426,0.11094289061730299,0.001,33,1.4590740884547326e-15,2,5,10.968886398011819,split_seed_000,"[0.03498877094623168, 0.5590047218821896, 0.5619315034050916, -0.0005993398408031087, 2.248933521177933e-05, 0.005524651068939902, -0.005190110603582718, -0.013644055901935103, -0.008572010790130327, -0.0020593575296889866, 0.007330913619320313]",td_birth_001,"[0.03407746594209939, 0.44413001945225566, 0.44433968502835847, 0.0, 0.0]"
shape_k2,1,0.0006762176832654928,0.036775472349529194,0.001,66,8.088379730946285e-16,2,5,10.968886398011819,split_seed_000,"[0.0357438359725007, 0.5568365572972872, 0.5562558202880079, 0.0011292858669692788, -0.0001231308377519096, 0.003512123104841301, -0.0035647969647922047, -0.00837202871436524, -0.003135297580680608, 0.0034700131580011123, 0.007832509339218035]",td_birth_001,"[0.03348068961884136, 0.4443714974663463, 0.44441230615114374, 0.00423290596592235, 0.006]"
shape_k2,2,0.00025689585546477306,0.022666974013519012,0.0003,99,8.973953202078789e-16,2,5,10.968886398011819,split_seed_000,"[0.03597380063145501, 0.5553615441266546, 0.5552339413661199, 0.00024921813318453615, -0.0007264500449336498, 0.0010384742916331557, -0.0008624485157897729, -0.0023720287143652406, -0.00046389135140177456, 0.004461037541491232, 0.011645292432414626]",td_birth_001,"[0.03351748982944627, 0.44490333800679055, 0.44491561790787876, 0.004381348014807255, 0.008548032308487573]"
shape_k2,3,3.3354718933797246e-05,0.008167584579763743,8.999999999999999e-05,132,5.733946979474763e-16,2,5,10.968886398011819,split_seed_000,"[0.03602205841421582, 0.5549655714142605, 0.5548020864065709, -0.000283578838867295, 3.620275590735249e-05, -7.318396713101947e-05, 0.00020220719662097713, -0.00018346241072090576, 0.00030076050409787863, 0.006411540708650358, 0.0076012909319855305]",td_birth_001,"[0.033520291639082746, 0.44504906686203904, 0.4450273851451502, 0.00447697214631463, 0.008789520464321434]"
shape_k2,4,2.673540702390546e-06,0.002312375705801523,2.6999999999999996e-05,165,5.797587784658337e-16,2,5,10.968886398011819,split_seed_000,"[0.036025107400934564, 0.5548097072223389, 0.5549046816280101, -9.84741681765979e-05, 9.447383062765279e-05, -0.00016388862964263932, 0.0003373939712512902, 0.0007088296535809109, 0.0005169725212290293, 0.007333308520996557, 0.005189335320930923]",td_birth_001,"[0.033520288901300925, 0.4450762499577683, 0.44504676199603443, 0.004496318388981842, 0.008834019641148447]"
shape_k2,5,7.335375542048497e-07,0.001211228759735212,8.099999999999999e-06,198,5.850319008221064e-16,2,5,10.968886398011819,split_seed_000,"[0.03602609054862861, 0.5548043145425714, 0.5549300921267519, -8.759168757010057e-05, 9.843863369474607e-05, -0.00017637861227174148, 0.00036078345259986453, 0.0007983027110192512, 0.0004611328546595839, 0.006968908254116287, 0.004992257828378968]",td_birth_001,"[0.03352130344010188, 0.44507729441930777, 0.4450493833719377, 0.0044881410298287265, 0.008832149249903415]"
shape_k2,6,7.32611897383292e-07,0.0012104642889266017,2.4299999999999996e-06,231,5.874715442891109e-16,2,5,10.968886398011819,split_seed_000,"[0.036026096545032, 0.5548055822659947, 0.554930708521212, -8.788703994813449e-05, 9.765622663428655e-05, -0.0001749133918585976, 0.0003599073933262064, 0.0007951810113366132, 0.0004599067955395422, 0.0069534663183873895, 0.004997687212279713]",td_birth_001,"[0.03352133853726832, 0.44507701049711756, 0.44504917240967357, 0.004487956377692708, 0.008831411875500995]"
shape_k2,7,7.326118562324122e-07,0.0012104642549306543,7.289999999999998e-07,264,5.841566640069906e-16,2,5,10.968886398011819,split_seed_000,"[0.036026100948102095, 0.5548055243845883, 0.5549307282947091, -8.787078017656636e-05, 9.767426496758035e-05, -0.00017497129297758658, 0.00035993990724231967, 0.0007954066441155231, 0.0004601369642910637, 0.006954041284049451, 0.0049968005192732]",td_birth_001,"[0.03352133797044376, 0.4450770263119017, 0.4450491820325995, 0.004487982449524666, 0.008831438775030979]"
shape_k5,0,7.326118562324122e-07,0.0012104642549306543,0.001,45,5.841566640069906e-16,2,5,28.536214988998836,split_seed_000,"[0.036026100948102095, 0.5548055243845883, 0.5549307282947091, -8.787078017656636e-05, 9.767426496758035e-05, -0.00017497129297758658, 0.00035993990724231967, 0.0007954066441155231, 0.0004601369642910637, 0.006954041284049451, 0.0049968005192732]",td_birth_001,"[0.03352133797044376, 0.4450770263119017, 0.4450491820325995, 0.004487982449524666, 0.008831438775030979, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
shape_k5,1,3.383762299047905e-07,0.0008226496580012546,0.001,91,5.759721656949188e-16,2,5,28.536214988998836,split_seed_000,"[0.03601616822705414, 0.5548748203019221, 0.5549453591041047, -9.192745688988983e-05, 7.779647123400495e-05, -6.506835685807645e-05, 0.0002444901159996582, 0.00043951676368048537, 0.00032794279892662517, 0.00662225201601839, 0.005623074378030867]",td_birth_001,"[0.033537937950078, 0.44500706729056416, 0.4449934555494906, 0.004368584337691089, 0.008626511049539308, -5.693248164755573e-05, 0.0002443331443635094, -0.000211176615396377, 0.0004265365156569642, 0.0006179130692515859, -0.0001207983505600154]"
shape_k5,2,1.7904043091367474e-07,0.0005983985810706352,0.0003,137,5.843609742066698e-16,2,5,28.536214988998836,split_seed_000,"[0.036009688595494395, 0.5549275476865613, 0.5549652008733572, -6.892527214794545e-05, 4.401905059170839e-05, -2.7790202469795964e-05, 0.0001434055927195478, 0.00021514553888337564, 0.00023374474454257305, 0.006053214647867928, 0.00628126874054436]",td_birth_001,"[0.03355121378080615, 0.44495503787463203, 0.44495954651920827, 0.004262007899367091, 0.008413219489499114, -0.00010642957461124843, 0.00043931038149397253, -0.0005513033143689461, 0.0008978627288737297, 0.0009625335425278256, -0.00018524917789167978]"
shape_k5,3,1.5032699419981748e-07,0.000548319239494325,8.999999999999999e-05,182,5.922840230661417e-16,2,5,28.536214988998836,split_seed_000,"[0.036000804705404635, 0.554995401313497, 0.5549970192305769, -2.021115559324189e-05, 1.2305792781682124e-06, 1.2703583361620244e-05, 7.763156580721005e-06, -3.9024100490898586e-05, 6.139658787262178e-05, 0.005015556606149461, 0.007190408007817926]",td_birth_001,"[0.033571241996899516, 0.4449532807984044, 0.44496917136305725, 0.0041149298826109754, 0.008099501435704363, -8.094326847920762e-05, 0.0003426565688544862, -0.0010834231941365647, 0.0015636582444084474, 0.0007337348892799868, -0.00013975161403706636]"
shape_k5,4,2.095287359373373e-09,6.47346485179826e-05,2.6999999999999996e-05,227,5.808960647819195e-16,2,5,28.536214988998836,split_seed_000,"[0.036000199709780564, 0.5549987328030334, 0.554999633251759, -6.0628423357372115e-06, 8.503819836890779e-07, 5.460535043626029e-06, 5.202378134231516e-06, -4.671508362783845e-06, 8.280765051422857e-06, 0.004715636544849947, 0.007249001773441118]",td_birth_001,"[0.03357412000988439, 0.4449827071986676, 0.4449892953066984, 0.00410166642093163, 0.008047709625168273, -4.579998364391061e-06, 0.00012908581081194057, -0.0012127857755100241, 0.0016523702260422663, 0.00024395392510183508, -0.00011138280348852993]"
shape_k5,5,7.882815877503697e-10,3.9705958941961584e-05,8.099999999999999e-06,272,5.911196431775993e-16,2,5,28.536214988998836,split_seed_000,"[0.036000425387444836, 0.554998323111691, 0.5549959214858984, 2.8917681525434145e-06, 1.9930014884716175e-06, -8.820624989138915e-06, 1.2465383599299115e-06, 1.9441078594363052e-05, -6.9080009982844245e-06, 0.004609487959263723, 0.007307783454001328]",td_birth_001,"[0.0335754772618206, 0.4450068803924001, 0.4450046948356529, 0.004074918900805557, 0.008033582317730591, -1.1057344625552268e-05, -3.682443635362329e-05, -0.0012319784876319276, 0.0017377433111589323, -5.389252102806319e-05, 5.8426264665726224e-05]"
shape_k5,6,5.984866010499285e-10,3.459730050307187e-05,2.4299999999999996e-06,318,5.722905537179896e-16,2,5,28.536214988998836,split_seed_000,"[0.03600056496395873, 0.5549970619579756, 0.5549960756857036, -2.838249268934449e-06, 2.4859485393457057e-06, -3.505411487192652e-06, 7.038789136893279e-06, 1.6639655837520845e-05, 2.09652302728314e-06, 0.00466636181957668, 0.007273180890779905]",td_birth_001,"[0.033574397195572814, 0.4449924782879593, 0.44499590793735105, 0.004089705623464861, 0.008047672979032038, -9.985745787966419e-06, 6.555485525253062e-05, -0.0012107461267183892, 0.0016849214536902018, 0.00013369506479371895, -4.085476726990141e-05]"
shape_k5,7,3.9549580904268364e-10,2.812457320716827e-05,7.289999999999998e-07,363,5.895638964439686e-16,2,5,28.536214988998836,split_seed_000,"[0.036000841139371624, 0.5549958196320292, 0.5549930831459662, 1.1256744459064248e-06, 3.87369558520075e-06, -1.20321057937011e-05, 6.979953304566075e-06, 3.3432748472362886e-05, -4.3110952736718464e-06, 0.004618234810959402, 0.007301613465666713]",td_birth_001,"[0.033574832781218415, 0.44500399281092023, 0.44500260021521204, 0.004076170374126265, 0.008045619604959349, -1.9312878893983342e-05, -7.533666534833807e-06, -0.0012098656749790532, 0.0017236046521668066, 9.914075456244633e-06, 4.595442425857646e-05]"
