factor,radius_m,production_loss,refined_loss,production_delta,refined_delta,accepted,rejection_reason
1.0,0.0162867503967641,0.09197457801214308,0.09197419401595443,-0.07822184637520045,-0.07822165752060838,True,
0.75,0.012215062797573076,0.11892415464351831,0.11892369313148601,-0.05127226974382522,-0.05127215840507679,True,
0.5,0.00814337519838205,0.14465181497287316,0.1446512933713479,-0.02554460941447037,-0.025544558165214892,True,
0.35,0.005700362638867434,0.15705050415971816,0.1570499568140964,-0.013145920227625368,-0.013145894722466411,True,
