iteration,loss,relative_l2_error,applied_damping,maximum_modal_field_update_m,curve_change_m,redistance_curve_drift_m,eikonal_rms,eikonal_maximum_deviation,maximum_curve_field_residual,redistance_steps,redistance_stop_reason,evaluation_count,maximum_system_residual
0,1.4275999629096936,1.194237651155954,0.0,0.0,0.0,0.0,0.10049562965069418,0.5020961118159166,2.7061505977060696e-08,0,initialized,1,2.16402136159358e-15
1,1.358500937452909,1.1654238720242829,10.0,0.0014836533271010647,0.0022423732333339903,8.682945693947472e-05,0.10071979351357166,0.47618030568785186,1.1023772378444818e-08,160,distance_boundary_and_eikonal_tolerances,29,2.7471836781951524e-15
2,1.176511970142684,1.0862780002391001,3.0,0.0038008986287388206,0.005058728507186163,0.0001491914537381077,0.09898886710405881,0.48222348177131624,3.293344075575022e-08,180,distance_boundary_and_eikonal_tolerances,57,2.7471836781951524e-15
3,1.1111108366589764,1.0563384988032871,9.0,0.001456986031857956,0.0019950319264371843,0.00011500790451012429,0.09717006827947897,0.488849126462364,3.708701358084293e-08,180,distance_boundary_and_eikonal_tolerances,85,2.7471836781951524e-15
4,1.089813400467563,1.046383468694438,26.999999999999996,0.0005288067977009497,0.0008241976367253857,9.50204793309732e-05,0.09439104364043224,0.5021411034015442,3.7993624707726575e-08,180,distance_boundary_and_eikonal_tolerances,113,2.7471836781951524e-15
5,1.027725118000984,1.016817784491584,8.099999999999998,0.0015710130764286364,0.002129119665772142,0.00011589813147983584,0.09440369891432211,0.5242838975115154,3.707317241478242e-08,180,distance_boundary_and_eikonal_tolerances,141,2.7471836781951524e-15
6,1.008343069225579,1.0073552151333107,24.299999999999994,0.0005772781782994177,0.001396971730988416,0.00010541123741576306,0.09746373909784366,0.5473518601465788,3.702209264329348e-08,160,distance_boundary_and_eikonal_tolerances,169,2.7471836781951524e-15
7,0.9504238960363574,0.978633118827652,7.289999999999997,0.001816638894815152,0.0018964715059076667,0.00012393286925876677,0.09528841454398396,0.5536298546267324,2.8025184515938217e-08,180,distance_boundary_and_eikonal_tolerances,197,2.7471836781951524e-15
8,0.9321716357729509,0.9693601531407182,21.86999999999999,0.0006642759322367524,0.0013712069411187832,0.00013479519598499277,0.09461184827515277,0.5679000161170423,1.998181163587187e-08,180,distance_boundary_and_eikonal_tolerances,225,2.7471836781951524e-15
9,0.8783805399716544,0.9415424037538633,6.560999999999997,0.0020438888897009446,0.0018315808558137807,0.00014489944991514912,0.09563519362708162,0.5780858040941967,3.285264417451916e-08,180,distance_boundary_and_eikonal_tolerances,253,2.7471836781951524e-15
