iteration,loss,relative_l2_error,applied_damping,maximum_modal_field_update_m,curve_change_m,redistance_curve_drift_m,eikonal_rms,eikonal_maximum_deviation,maximum_curve_field_residual,redistance_steps,redistance_stop_reason,evaluation_count,maximum_system_residual
16,0.5954741404746784,0.775969750695646,14.34890699999999,0.0006378051928648518,0.0006770156350174553,0.00014705357067351356,0.09408820822235137,0.45592666855908215,2.0389176821553057e-07,180,distance_boundary_and_eikonal_tolerances,513,1.1276939035338573e-14
17,0.5567291502158023,0.7503755238811515,4.304672099999997,0.0018890514079606784,0.0023685190893814596,0.0001579651844065333,0.0977829089853393,0.5014015978939261,2.1449419016460192e-07,180,distance_boundary_and_eikonal_tolerances,545,1.1276939035338573e-14
18,0.5447585738601148,0.7422831178131977,12.914016299999991,0.0006353872515892119,0.0006600650666182931,0.00013517235800792547,0.09594021238878099,0.5052204488056542,1.79373692350826e-07,180,distance_boundary_and_eikonal_tolerances,577,1.541838550261139e-14
19,0.5107534454221677,0.7187093430455953,3.874204889999997,0.0018822975084632,0.0021708623507839127,0.00014694530180574825,0.09963234474620972,0.5376902778294226,2.2035894744337758e-07,180,distance_boundary_and_eikonal_tolerances,609,1.541838550261139e-14
20,0.5003481096394068,0.7113225931459672,11.62261466999999,0.0006319267045802928,0.0006559225280508932,0.00013242155710420942,0.09839132937834244,0.5255020123638154,2.1041832132251415e-07,180,distance_boundary_and_eikonal_tolerances,641,1.541838550261139e-14
21,0.469154687241735,0.6886742746049631,3.486784400999997,0.0018880108711148505,0.0020554519704108214,0.00016967914008819406,0.09850280739250526,0.524410780463465,1.8715997410038987e-07,200,distance_boundary_and_eikonal_tolerances,673,1.541838550261139e-14
22,0.4592850553735657,0.6813434540649421,10.46035320299999,0.0006427731497523899,0.0006794615456598864,0.00012932646530467988,0.09841952180931447,0.5142531077607024,1.481339263354614e-07,180,distance_boundary_and_eikonal_tolerances,705,1.541838550261139e-14
23,0.4302291230513523,0.6592421539784862,3.138105960899997,0.0019149902874113134,0.002010389830774281,0.00017581857645887472,0.09810962520863083,0.5063594225311823,1.203161509207018e-07,200,distance_boundary_and_eikonal_tolerances,737,1.541838550261139e-14
24,0.42092419383634644,0.6519967164084055,9.41431788269999,0.0006483088737387954,0.00071108173963258,0.00014264967399970686,0.09988551093942112,0.4922739687019284,1.4415527780850534e-07,180,distance_boundary_and_eikonal_tolerances,769,1.541838550261139e-14
25,0.3934976448217612,0.6301225626902334,2.824295364809997,0.001917925165658695,0.002260565759711311,0.0001605338195324074,0.10086927199333232,0.5670257953926969,2.2404383760721291e-07,200,distance_boundary_and_eikonal_tolerances,801,1.541838550261139e-14
26,0.38456966626691896,0.6228156345500967,8.472886094429992,0.0006554270106615891,0.0007512381714285213,0.0001509329175532627,0.10177173899713439,0.5701987400322305,2.0368702198167443e-07,180,distance_boundary_and_eikonal_tolerances,833,1.541838550261139e-14
27,0.35829251649694505,0.6008350916666974,2.5418658283289974,0.0019148246625592278,0.0022954643686275357,0.00014369144396909471,0.10449319067481545,0.6530066216391202,2.22668016650919e-07,200,distance_boundary_and_eikonal_tolerances,865,1.541838550261139e-14
28,0.34918119153410654,0.5930441247384853,7.625597484986992,0.0006586194260424342,0.0008195940066089983,0.00013977996772434348,0.10340821323401604,0.6562932105340598,2.397152075520048e-07,200,distance_boundary_and_eikonal_tolerances,897,1.541838550261139e-14
29,0.32354513617538594,0.5704769811908063,2.2876792454960975,0.0018895043234396008,0.001932042509683955,0.00014663731719135803,0.1054428222499035,0.6978379300547908,3.277605778260334e-07,220,distance_boundary_and_eikonal_tolerances,929,1.541838550261139e-14
30,0.314341701887569,0.5621827241537288,6.863037736488292,0.0006745434612593504,0.0009067731405593864,0.00013540314907058542,0.10514639865900795,0.6921807031498111,3.862015101226135e-07,200,distance_boundary_and_eikonal_tolerances,961,1.541838550261139e-14
31,0.2883752509512512,0.5380571223868501,2.0589113209464873,0.0018786583033623457,0.0025654087410564067,0.00012700575380791924,0.10619883459705716,0.683147785143639,5.854815856194684e-07,220,distance_boundary_and_eikonal_tolerances,993,1.541838550261139e-14
32,0.2785860896094502,0.5287356447726106,6.176733962839461,0.0008151547728878907,0.0010203993607300916,0.0001151310511673763,0.1063574940945045,0.656081909707605,7.062133636883197e-07,200,distance_boundary_and_eikonal_tolerances,1025,1.541838550261139e-14
33,0.2510909687600928,0.5015897814171473,1.8530201888518383,0.0022024451198281152,0.0028070117499630126,0.00012076458682952056,0.10833278519568913,0.6327018879128563,8.926948719227557e-07,220,distance_boundary_and_eikonal_tolerances,1057,1.541838550261139e-14
34,0.24012423313496734,0.4904402504957627,5.559060566555515,0.0010039315957078327,0.0016345606846055378,9.67688811677502e-05,0.10693394512439752,0.5961225663174805,1.245389588576222e-06,220,distance_boundary_and_eikonal_tolerances,1089,1.541838550261139e-14
35,0.21017495230856229,0.4586010606811455,1.6677181699666546,0.0026531303691895657,0.002992047567117619,0.00011863761206674929,0.10742739004256505,0.5935728788452042,1.4217799071316456e-06,240,distance_boundary_and_eikonal_tolerances,1121,1.541838550261139e-14
36,0.1982210019490188,0.44538874512198134,5.003154509899963,0.001192048007702916,0.0012407464743923353,0.00010487888865882426,0.10644607020340871,0.5990965075293901,1.408790159907608e-06,220,distance_boundary_and_eikonal_tolerances,1153,1.541838550261139e-14
37,0.16712645747404725,0.40896076886096394,1.5009463529699887,0.0030846889628550465,0.003088269736427048,0.00010244383229061399,0.10715218460915582,0.611341264128032,1.7684130175672774e-06,240,distance_boundary_and_eikonal_tolerances,1185,1.541838550261139e-14
38,0.15549629165735832,0.3945917137164425,4.502839058909966,0.0013040865281453607,0.0012283607228981783,8.899793044261408e-05,0.10675317275407725,0.6106497399414179,1.8756807722737634e-06,220,distance_boundary_and_eikonal_tolerances,1217,1.541838550261139e-14
39,0.12716823944312985,0.3570332244683691,1.3508517176729897,0.0032643111626388483,0.0026757361004030762,0.00011636550456333405,0.10666961320641584,0.6052777180236018,2.4616731547025955e-06,260,distance_boundary_and_eikonal_tolerances,1249,1.541838550261139e-14
40,0.11750865452319849,0.3433573994070148,4.052555153018969,0.0012828695519976024,0.0011341395616617852,8.742079115011146e-05,0.10623541391735765,0.5973468345916055,2.6383626770070355e-06,220,distance_boundary_and_eikonal_tolerances,1281,1.541838550261139e-14
41,0.09568818725220123,0.3100048136093055,1.2157665459056906,0.0030849348219170953,0.002651901258355126,0.00010953402368948342,0.10638040041705013,0.5794507363860002,3.837047346567663e-06,240,distance_boundary_and_eikonal_tolerances,1313,1.541838550261139e-14
42,0.08917393149582621,0.2993347803534534,3.6472996377170714,0.0011143833888957793,0.000949492343958502,8.249811795072815e-05,0.10586815006719738,0.5707233642516816,4.523793851725442e-06,220,distance_boundary_and_eikonal_tolerances,1345,1.541838550261139e-14
43,0.07689186550894887,0.2785957542145276,1.0941898913151213,0.002605472743864603,0.002466775612278024,0.001309697969825478,0.10635757572562038,0.5926503886432497,6.122233533678622e-06,220,distance_boundary_and_eikonal_tolerances,1377,1.541838550261139e-14
44,0.05976948919372861,0.24440576582455817,0.3282569673945364,0.0038811218909317337,0.003740059430812654,0.00019728311815623062,0.1051359167214985,0.6096942265223269,1.6899093453590693e-05,260,distance_boundary_and_eikonal_tolerances,1409,1.541838550261139e-14
45,0.05167564593443375,0.22558655282259052,0.09847709021836092,0.003899502447458981,0.005243943222364369,0.0005050924502172705,0.10351903551920896,0.6038941019801622,3.122090889303656e-05,260,distance_boundary_and_eikonal_tolerances,1441,1.541838550261139e-14
46,0.044773583807231926,0.208542700060883,0.029543127065508275,0.0032966974329151372,0.006201069348116739,0.0006013988230441009,0.10146697719578125,0.5816696515206838,2.8881314798249666e-05,260,distance_boundary_and_eikonal_tolerances,1473,1.541838550261139e-14
47,0.02997651960359067,0.17003243464940854,0.08862938119652482,0.00394522668746331,0.006896163723430253,0.00024342053125196622,0.09914196100638294,0.49775332479079115,9.801774039308597e-06,260,distance_boundary_and_eikonal_tolerances,1505,1.541838550261139e-14
48,0.01757642810333091,0.1302289995968847,0.26588814358957447,0.0034664413202074983,0.004410009341436489,0.0001629035732232134,0.0978501755000427,0.42206214242782125,9.192010416944965e-06,260,distance_boundary_and_eikonal_tolerances,1537,1.541838550261139e-14
49,0.00944352019653075,0.09534656625767408,0.07976644307687233,0.0031847558172290132,0.003652275960745854,0.0001429971368820352,0.09855407278111433,0.40521222857759087,1.5445742765855114e-05,260,distance_boundary_and_eikonal_tolerances,1569,1.541838550261139e-14
50,0.005995841884669836,0.07568985964168298,0.0239299329230617,0.0017540998388193584,0.0022296758093376962,0.00012728636586689865,0.10099487050932314,0.4473731952055089,1.4985191475328993e-05,240,distance_boundary_and_eikonal_tolerances,1601,1.541838550261139e-14
51,0.004291858191110297,0.06386914122100161,0.00717897987691851,0.0012145134561273197,0.0018181931610584895,0.00011950334368907394,0.10306135229256547,0.49784887301061787,1.2257298522229398e-05,220,distance_boundary_and_eikonal_tolerances,1633,1.541838550261139e-14
52,0.003436652239626643,0.05708288921792458,0.002153693963075553,0.0008081234538225722,0.0018236085733394118,0.00011814816700005127,0.10481862714504127,0.5369057854788855,1.1011126087609978e-05,200,distance_boundary_and_eikonal_tolerances,1665,1.541838550261139e-14
53,0.00300688227830722,0.053367520809365784,0.0006461081889226659,0.0005505728136784346,0.0016833565175523636,0.00010053052286844386,0.10610104159985784,0.5740296230742676,9.467995397388629e-06,200,distance_boundary_and_eikonal_tolerances,1697,1.541838550261139e-14
54,0.0028072880970241103,0.051552962361695494,0.00019383245667679977,0.00039319896824216574,0.0016438212230116258,9.756347951146415e-05,0.10652699012643747,0.6023112158718407,9.522994573491796e-06,200,distance_boundary_and_eikonal_tolerances,1729,1.541838550261139e-14
55,0.0027274401592818237,0.0507867397795437,5.8149737003039924e-05,0.00029933175707604325,0.0015987106300489053,0.00027791577047059964,0.10863832285686548,0.6080754013378711,8.653973021289368e-06,180,distance_boundary_and_eikonal_tolerances,1761,1.541838550261139e-14
56,0.002703895310223792,0.050542470574458064,1.7444921100911975e-05,0.00020129479560122474,0.00094377890930749,0.00010436607172314685,0.1096365589064571,0.6135398680435704,7.942313058434576e-06,180,distance_boundary_and_eikonal_tolerances,1793,1.541838550261139e-14
