iteration,loss,relative_l2_error,applied_damping,maximum_modal_field_update_m,curve_change_m,redistance_curve_drift_m,eikonal_rms,eikonal_maximum_deviation,maximum_curve_field_residual,redistance_steps,redistance_stop_reason,evaluation_count,maximum_system_residual
0,1.4466478407280365,1.1942473222302112,0.0,0.0,0.0,0.0,0.1035290179060815,0.4300899494994429,2.067940201402104e-07,0,initialized,1,4.747188865384819e-15
1,1.3579869981696953,1.158657388845768,10.0,0.0016589394444805202,0.0021100497796524447,0.00010107939522153733,0.10304347646108392,0.3787587843742819,1.3845099477451626e-07,100,distance_boundary_and_eikonal_tolerances,33,9.662635324463926e-15
2,1.3278272522858359,1.1463792673818556,30.0,0.0005509427429175823,0.0016649338186804266,0.00016066445021587666,0.10228752399334737,0.4147555052960076,1.0970365354264107e-07,160,distance_boundary_and_eikonal_tolerances,65,9.662635324463926e-15
3,1.2429919945052381,1.1109903020848617,9.0,0.0016821980186488587,0.0024571560900243936,0.0001302400716458115,0.10015902366205183,0.4587077713967971,8.745528628020804e-08,160,distance_boundary_and_eikonal_tolerances,97,9.662635324463926e-15
4,1.2130762423488042,1.0982238222861824,26.999999999999996,0.000602018412350604,0.0016653295281045808,9.771773121400967e-05,0.10013295374488405,0.46485586597109174,9.932727929387597e-08,160,distance_boundary_and_eikonal_tolerances,129,9.662635324463926e-15
5,1.1296711538166815,1.0616716103288693,8.099999999999998,0.001726184665840642,0.002354589263684187,0.00012880561580694597,0.0954142315828276,0.4642644247440063,4.9031003370104053e-08,180,distance_boundary_and_eikonal_tolerances,161,9.662635324463926e-15
6,1.1028913661862136,1.0495213054171444,24.299999999999994,0.0005964431422555019,0.001683403560483119,0.0001636114859244623,0.09732971483714623,0.46230607179957806,7.837139935976123e-08,160,distance_boundary_and_eikonal_tolerances,193,9.662635324463926e-15
7,1.0294722454749274,1.015415677414898,7.289999999999997,0.0016340595053771314,0.002334358841141601,0.000127265833681487,0.09891318373987576,0.44897982156046357,8.14783504563335e-08,160,distance_boundary_and_eikonal_tolerances,225,9.662635324463926e-15
8,0.8773728517047935,0.9398077129264867,2.186999999999999,0.0037991153828309163,0.0045585014837217505,0.00013772761875947628,0.09643975753218573,0.3874178222533572,1.1013152375087196e-07,180,distance_boundary_and_eikonal_tolerances,257,9.662635324463926e-15
9,0.8226899664477474,0.9105407251918397,6.560999999999996,0.001858909999336585,0.0028452831054001974,0.00011093907499582478,0.09967195244339144,0.3272149347721408,1.525277100932962e-07,160,distance_boundary_and_eikonal_tolerances,289,9.662635324463926e-15
10,0.8040203185026753,0.9002560646682883,19.68299999999999,0.0007600326210110562,0.0018250480187523821,0.00012534814868818132,0.09647657977250207,0.28995664067682103,1.971688500402441e-07,160,distance_boundary_and_eikonal_tolerances,321,1.4144069571310586e-14
