arm,bandwidth,bem_seconds,bem_solve_count,canonical_per_frequency_relative_field_error,case,conditioning_audit_seconds,conversion_seconds,failure_reason,gradient_calls,gradient_points,maximum_relative_field_error,maximum_system_condition,maximum_system_residual,nodes,per_frequency_relative_field_error,raw_geometry_m,returned_geometry_m,self_convergence_to_next_nodes,status,value_calls,value_points
offsurface_zero_method_b,8,0.0237578134983778,2,,circle_distorted,0.0018757199868559837,0.24785876367241144,,10,952,3.202417375457057e-08,4389.076825643196,2.1751064430343635e-15,64,"[2.870319763443296e-10, 3.202417375457057e-08]",,1.1337030984063862e-09,5.027999171885532e-14,success,13,5369
offsurface_zero_method_b,8,0.08244821336120367,2,,circle_distorted,0.011187889613211155,0.24785876367241144,,10,952,3.202415739343261e-08,4389.076825643245,5.411831611470405e-15,128,"[2.8703315252479647e-10, 3.202415739343261e-08]",,1.1337030984063862e-09,3.89531806483966e-14,success,13,5369
offsurface_zero_method_b,8,0.31946258433163166,2,,circle_distorted,0.07728625647723675,0.24785876367241144,,10,952,3.202416562634496e-08,4389.076825643236,2.724857460259286e-15,256,"[2.870323286478886e-10, 3.202416562634496e-08]",,1.1337030984063862e-09,,success,13,5369
distance_contacts,8,0.02494098339229822,2,,circle_distorted,0.0019220896065235138,0.2706099385395646,distance contact is not on the queried field zero set,8,760,6.670797975104022e-11,4389.076825091266,2.1183026048486358e-15,64,"[2.5898438136588408e-11, 6.670797975104022e-11]",0.00017866210541989466,1.0295745747007658e-12,4.7532383635096693e-14,fallback,10,5081
distance_contacts,8,0.0831430098041892,2,,circle_distorted,0.011207894422113895,0.2706099385395646,distance contact is not on the queried field zero set,8,760,6.670985450777343e-11,4389.076825091273,5.8971036013925356e-15,128,"[2.5897363778508225e-11, 6.670985450777343e-11]",0.00017866210541989466,1.0295745747007658e-12,4.312740939959729e-14,fallback,10,5081
distance_contacts,8,0.32198688481003046,2,,circle_distorted,0.07807447575032711,0.2706099385395646,distance contact is not on the queried field zero set,8,760,6.671344656233813e-11,4389.076825091293,2.60927890283598e-15,256,"[2.5897536761515256e-11, 6.671344656233813e-11]",0.00017866210541989466,1.0295745747007658e-12,,fallback,10,5081
distance_tangent_jet,8,0.024247500114142895,2,,circle_distorted,0.0018591145053505898,0.26315040700137615,distance contact is not on the queried field zero set,8,760,6.670797975104022e-11,4389.076825091266,2.1183026048486358e-15,64,"[2.5898438136588408e-11, 6.670797975104022e-11]",0.000178653796602272,1.0295745747007658e-12,4.7532383635096693e-14,fallback,10,5081
distance_tangent_jet,8,0.08108480274677277,2,,circle_distorted,0.011237465776503086,0.26315040700137615,distance contact is not on the queried field zero set,8,760,6.670985450777343e-11,4389.076825091273,5.8971036013925356e-15,128,"[2.5897363778508225e-11, 6.670985450777343e-11]",0.000178653796602272,1.0295745747007658e-12,4.312740939959729e-14,fallback,10,5081
distance_tangent_jet,8,0.3196982014924288,2,,circle_distorted,0.07807404547929764,0.26315040700137615,distance contact is not on the queried field zero set,8,760,6.671344656233813e-11,4389.076825091293,2.60927890283598e-15,256,"[2.5897536761515256e-11, 6.671344656233813e-11]",0.000178653796602272,1.0295745747007658e-12,,fallback,10,5081
projected_tangent_jet,8,0.023725396022200584,2,,circle_distorted,0.0018268013373017311,0.2602515108883381,,11,1048,8.684367704648303e-09,4389.076825856538,2.0939525091356877e-15,64,"[2.687889040509141e-10, 8.684367704648303e-09]",,2.320414258726058e-10,3.8276894280678294e-14,success,14,5465
projected_tangent_jet,8,0.0829578461125493,2,,circle_distorted,0.01118664350360632,0.2602515108883381,,11,1048,8.684360236960563e-09,4389.076825856503,5.170569144758432e-15,128,"[2.687893032211128e-10, 8.684360236960563e-09]",,2.320414258726058e-10,3.3189744866783466e-14,success,14,5465
projected_tangent_jet,8,0.32552626077085733,2,,circle_distorted,0.0783501910045743,0.2602515108883381,,11,1048,8.684369934275761e-09,4389.0768258565195,2.671238537367566e-15,256,"[2.6878947202092396e-10, 8.684369934275761e-09]",,2.320414258726058e-10,,success,14,5465
shared_zero_method_b,1,0.023866130970418453,2,,ellipse_exact,0.001847132109105587,0.6544478163123131,,4,382,0.8505813695647905,3529.2139796694514,1.7907311877563344e-15,64,"[0.22656157668681257, 0.8505813695647905]",,0.01031460164219381,3.594787137720481e-14,success,7,4799
shared_zero_method_b,1,0.08207441121339798,2,,ellipse_exact,0.011449765413999557,0.6544478163123131,,4,382,0.8505813695647864,3529.2139796694437,2.085144858251247e-15,128,"[0.226561576686812, 0.8505813695647864]",,0.01031460164219381,4.9532934340475914e-14,success,7,4799
shared_zero_method_b,1,0.32177702337503433,2,,ellipse_exact,0.07820953149348497,0.6544478163123131,,4,382,0.8505813695647798,3529.2139796694414,2.2555671796418013e-15,256,"[0.22656157668681257, 0.8505813695647798]",,0.01031460164219381,,success,7,4799
offsurface_zero_method_b,1,0.023979580029845238,2,,ellipse_exact,0.0019314130768179893,0.7952761240303516,,7,670,0.8505018318198232,3529.148371908367,1.5588670991771622e-15,64,"[0.22653824467582043, 0.8505018318198232]",,0.01031545706971949,3.9283133789893867e-14,success,10,5087
offsurface_zero_method_b,1,0.08229352720081806,2,,ellipse_exact,0.011532708071172237,0.7952761240303516,,7,670,0.8505018318198246,3529.1483719083944,1.9426554785161167e-15,128,"[0.22653824467582065, 0.8505018318198246]",,0.01031545706971949,3.84477481811723e-14,success,10,5087
offsurface_zero_method_b,1,0.32278925459831953,2,,ellipse_exact,0.07777028065174818,0.7952761240303516,,7,670,0.8505018318198179,3529.1483719083676,2.2488069163893356e-15,256,"[0.22653824467581998, 0.8505018318198179]",,0.01031545706971949,,success,10,5087
distance_contacts,1,0.02455887198448181,2,,ellipse_exact,0.001832195557653904,0.7926652114838362,,7,670,3.5520510279009773e-05,3452.8785837785567,1.3673400616630257e-15,64,"[8.866384387591873e-06, 3.5520510279009773e-05]",,4.816010070125896e-07,4.727504246678769e-14,success,9,4991
distance_contacts,1,0.08470035344362259,2,,ellipse_exact,0.011335592716932297,0.7926652114838362,,7,670,3.5520510263049565e-05,3452.8785837785367,1.926195761946315e-15,128,"[8.866384386618963e-06, 3.5520510263049565e-05]",,4.816010070125896e-07,8.501020750591451e-14,success,9,4991
distance_contacts,1,0.3316846089437604,2,,ellipse_exact,0.07913835160434246,0.7926652114838362,,7,670,3.5520510284366505e-05,3452.8785837785667,2.795123324183433e-15,256,"[8.866384387169915e-06, 3.5520510284366505e-05]",,4.816010070125896e-07,,success,9,4991
distance_tangent_jet,1,0.02467734646052122,2,,ellipse_exact,0.0019218120723962784,0.7919990886002779,,7,670,1.7296560601465475e-05,3452.8894536761995,1.2383095895252644e-15,64,"[4.623610417954248e-06, 1.7296560601465475e-05]",,2.036994360644331e-07,4.182428318897112e-14,success,9,4991
distance_tangent_jet,1,0.08541300892829895,2,,ellipse_exact,0.011806598864495754,0.7919990886002779,,7,670,1.7296560602347403e-05,3452.8894536761954,2.128029500717957e-15,128,"[4.623610417697013e-06, 1.7296560602347403e-05]",,2.036994360644331e-07,6.144740375609474e-14,success,9,4991
distance_tangent_jet,1,0.3342071110382676,2,,ellipse_exact,0.08014393784105778,0.7919990886002779,,7,670,1.7296560607172333e-05,3452.889453676208,2.978732069932181e-15,256,"[4.623610418215453e-06, 1.7296560607172333e-05]",,2.036994360644331e-07,,success,9,4991
projected_tangent_jet,1,0.024471347220242023,2,,ellipse_exact,0.0018386486917734146,0.8147114971652627,,8,766,2.5127017626245907e-05,3452.8959024877067,1.3183729468139145e-15,64,"[6.072373899362402e-06, 2.5127017626245907e-05]",,3.0811969548762547e-07,5.568894798808279e-14,success,11,5183
projected_tangent_jet,1,0.08378185797482729,2,,ellipse_exact,0.01141135673969984,0.8147114971652627,,8,766,2.512701763329896e-05,3452.8959024877167,2.008923115400991e-15,128,"[6.072373899974313e-06, 2.512701763329896e-05]",,3.0811969548762547e-07,9.172306091998303e-14,success,11,5183
projected_tangent_jet,1,0.32807659916579723,2,,ellipse_exact,0.07738769985735416,0.8147114971652627,,8,766,2.5127017624304406e-05,3452.8959024877095,2.3797110082211143e-15,256,"[6.072373898624416e-06, 2.5127017624304406e-05]",,3.0811969548762547e-07,,success,11,5183
shared_zero_method_b,4,0.02401755191385746,2,,ellipse_exact,0.0018458124250173569,0.6607275735586882,,4,382,0.21583085523635445,3427.187699036095,1.3536998593296658e-15,64,"[0.016181254324169086, 0.21583085523635445]",,0.002487251566164819,5.253240394458031e-14,success,7,4799
shared_zero_method_b,4,0.08333455212414265,2,,ellipse_exact,0.011455930769443512,0.6607275735586882,,4,382,0.21583085523638007,3427.1876990360943,2.422121742512825e-15,128,"[0.016181254324168715, 0.21583085523638007]",,0.002487251566164819,7.338627236121101e-14,success,7,4799
shared_zero_method_b,4,0.3270125463604927,2,,ellipse_exact,0.07789118681102991,0.6607275735586882,,4,382,0.21583085523634923,3427.1876990360815,3.0378042850788784e-15,256,"[0.016181254324168056, 0.21583085523634923]",,0.002487251566164819,,success,7,4799
offsurface_zero_method_b,4,0.02396577876061201,2,,ellipse_exact,0.0018076002597808838,0.8038326948881149,,7,670,0.21573191870797334,3427.2762411559634,1.2956216512862973e-15,64,"[0.016162377169579644, 0.21573191870797334]",,0.0024909973776401284,6.810639617083171e-14,success,10,5087
offsurface_zero_method_b,4,0.08240983821451664,2,,ellipse_exact,0.01133834756910801,0.8038326948881149,,7,670,0.2157319187079614,3427.276241155928,2.2674931302596618e-15,128,"[0.016162377169578537, 0.2157319187079614]",,0.0024909973776401284,9.065389882349432e-14,success,10,5087
offsurface_zero_method_b,4,0.32370626367628574,2,,ellipse_exact,0.07804820593446493,0.8038326948881149,,7,670,0.21573191870799224,3427.2762411559665,2.754328675981244e-15,256,"[0.016162377169579103, 0.21573191870799224]",,0.0024909973776401284,,success,10,5087
distance_contacts,4,0.024859562516212463,2,,ellipse_exact,0.0018196497112512589,0.8144948342815042,,7,670,0.001059546351913175,3563.1605816619744,1.4032074656721346e-15,64,"[6.9011846197216326e-06, 0.001059546351913175]",,7.675883114171668e-06,4.421527630192999e-14,success,9,4991
distance_contacts,4,0.08446178026497364,2,,ellipse_exact,0.011387639679014683,0.8144948342815042,,7,670,0.0010595463519201117,3563.160581660602,2.200570649793703e-15,128,"[6.90118461903315e-06, 0.0010595463519201117]",,7.675883114171668e-06,6.169961940864577e-14,success,9,4991
distance_contacts,4,0.3243154902011156,2,,ellipse_exact,0.07954945787787437,0.8144948342815042,,7,670,0.001059546351911568,3563.16058166061,2.593775703105758e-15,256,"[6.901184619947369e-06, 0.001059546351911568]",,7.675883114171668e-06,,success,9,4991
distance_tangent_jet,4,0.024584557861089706,2,,ellipse_exact,0.001821816898882389,0.8227697648108006,,7,670,0.0006513486724407726,3573.9953378449327,1.3213863658263527e-15,64,"[6.0329117580478395e-06, 0.0006513486724407726]",,5.591605025736726e-06,5.1781676077756286e-14,success,9,4991
distance_tangent_jet,4,0.08318597543984652,2,,ellipse_exact,0.011449052952229977,0.8227697648108006,,7,670,0.0006513486724458649,3573.9953378443156,2.3559401206789364e-15,128,"[6.0329117585821505e-06, 0.0006513486724458649]",,5.591605025736726e-06,1.216406410923354e-13,success,9,4991
distance_tangent_jet,4,0.33070498798042536,2,,ellipse_exact,0.08028905279934406,0.8227697648108006,,7,670,0.0006513486724438147,3573.9953378443397,3.0307731752705587e-15,256,"[6.032911758938943e-06, 0.0006513486724438147]",,5.591605025736726e-06,,success,9,4991
projected_tangent_jet,4,0.024710568599402905,2,,ellipse_exact,0.0018244544044137,0.8368930844590068,,8,766,0.0006522856513372733,3574.071427405638,1.2056783657631202e-15,64,"[5.787253831106587e-06, 0.0006522856513372733]",,5.554663470610579e-06,5.5775720049212385e-14,success,11,5183
projected_tangent_jet,4,0.08538395911455154,2,,ellipse_exact,0.01134493574500084,0.8368930844590068,,8,766,0.0006522856513417393,3574.071427405034,2.0399316370721716e-15,128,"[5.787253831933062e-06, 0.0006522856513417393]",,5.554663470610579e-06,5.751540665663586e-14,success,11,5183
projected_tangent_jet,4,0.3281566686928272,2,,ellipse_exact,0.08002019301056862,0.8368930844590068,,8,766,0.0006522856513474397,3574.071427405023,2.6827334938530087e-15,256,"[5.7872538322546264e-06, 0.0006522856513474397]",,5.554663470610579e-06,,success,11,5183
shared_zero_method_b,8,0.024329591542482376,2,,ellipse_exact,0.0018140925094485283,0.6580480029806495,,4,382,0.017462858519783412,3515.876558450899,1.2572172945543e-15,64,"[0.0003537861448855886, 0.017462858519783412]",,0.0003013122817507854,6.625701314241234e-14,success,7,4799
shared_zero_method_b,8,0.08292640279978514,2,,ellipse_exact,0.011416579596698284,0.6580480029806495,,4,382,0.017462858519797717,3515.8765584509174,2.3931884505783447e-15,128,"[0.00035378614488551513, 0.017462858519797717]",,0.0003013122817507854,7.575912589183644e-14,success,7,4799
shared_zero_method_b,8,0.3216401617974043,2,,ellipse_exact,0.0791880963370204,0.6580480029806495,,4,382,0.01746285851976743,3515.876558450908,2.5666821528793267e-15,256,"[0.0003537861448845518, 0.01746285851976743]",,0.0003013122817507854,,success,7,4799
offsurface_zero_method_b,8,0.02444947510957718,2,,ellipse_exact,0.0018785875290632248,0.8028016127645969,,7,670,0.01748214939567802,3515.9158563687934,1.266074009024099e-15,64,"[0.00034996886246824643, 0.01748214939567802]",,0.00030280095198339455,3.8966330358463786e-14,success,10,5087
offsurface_zero_method_b,8,0.08310944214463234,2,,ellipse_exact,0.011439364403486252,0.8028016127645969,,7,670,0.017482149395670235,3515.915856368815,2.1523357718163942e-15,128,"[0.0003499688624690278, 0.017482149395670235]",,0.00030280095198339455,5.915521965892281e-14,success,10,5087
offsurface_zero_method_b,8,0.3228952456265688,2,,ellipse_exact,0.07842009142041206,0.8028016127645969,,7,670,0.017482149395674957,3515.9158563688316,2.849773886126109e-15,256,"[0.00034996886246817894, 0.017482149395674957]",,0.00030280095198339455,,success,10,5087
distance_contacts,8,0.02412748895585537,2,,ellipse_exact,0.001839648000895977,0.816458404995501,,7,670,4.466917035274762e-06,3506.40616040688,1.4240431961095583e-15,64,"[3.274526972600733e-08, 4.466917035274762e-06]",,4.749137852751972e-07,3.4858205506428725e-14,success,9,4991
distance_contacts,8,0.08318883180618286,2,,ellipse_exact,0.011211536824703217,0.816458404995501,,7,670,4.466917038707849e-06,3506.4061604265517,1.9285433251138328e-15,128,"[3.274526920845636e-08, 4.466917038707849e-06]",,4.749137852751972e-07,5.535701384043178e-14,success,9,4991
distance_contacts,8,0.3229334596544504,2,,ellipse_exact,0.07924022153019905,0.816458404995501,,7,670,4.466917037479532e-06,3506.406160426533,2.853149273242594e-15,256,"[3.2745269204839615e-08, 4.466917037479532e-06]",,4.749137852751972e-07,,success,9,4991
distance_tangent_jet,8,0.024509454146027565,2,,ellipse_exact,0.0018213968724012375,0.8295579496771097,,7,670,4.654792501375861e-06,3506.207676011956,1.38642512021208e-15,64,"[1.1235214359372244e-07, 4.654792501375861e-06]",,4.6484458146082295e-07,4.133439226357038e-14,success,9,4991
distance_tangent_jet,8,0.0833059074357152,2,,ellipse_exact,0.0112256845459342,0.8295579496771097,,7,670,4.654792505256075e-06,3506.2076760296777,2.0362042310104585e-15,128,"[1.1235214402253771e-07, 4.654792505256075e-06]",,4.6484458146082295e-07,7.8655169066859e-14,success,9,4991
distance_tangent_jet,8,0.32212783582508564,2,,ellipse_exact,0.07908689603209496,0.8295579496771097,,7,670,4.654792505544831e-06,3506.2076760297045,2.8561673097046104e-15,256,"[1.1235214402297833e-07, 4.654792505544831e-06]",,4.6484458146082295e-07,,success,9,4991
projected_tangent_jet,8,0.0243097972124815,2,,ellipse_exact,0.0018078340217471123,0.8424594206735492,,8,766,4.654735381155689e-06,3506.2076746991197,1.3908318692861696e-15,64,"[1.1248372573448862e-07, 4.654735381155689e-06]",,4.6483912489829636e-07,4.997021897670748e-14,success,11,5183
projected_tangent_jet,8,0.08305031899362803,2,,ellipse_exact,0.011482992209494114,0.8424594206735492,,8,766,4.654735374182811e-06,3506.207674716825,2.2352990040415376e-15,128,"[1.1248372630822472e-07, 4.654735374182811e-06]",,4.6483912489829636e-07,5.509092140644337e-14,success,11,5183
projected_tangent_jet,8,0.3287776727229357,2,,ellipse_exact,0.079996676184237,0.8424594206735492,,8,766,4.654735375305758e-06,3506.2076747168317,2.6579474858959833e-15,256,"[1.1248372635087718e-07, 4.654735375305758e-06]",,4.6483912489829636e-07,,success,11,5183
shared_zero_method_b,1,0.023886950686573982,2,,ellipse_distorted,0.0018469905480742455,0.7343444237485528,,6,492,0.8505816517944971,3529.2142682757203,1.5665954816875923e-15,64,"[0.22656168982572678, 0.8505816517944971]",,0.01031460828052665,4.725682073494761e-14,success,9,4909
shared_zero_method_b,1,0.08268162049353123,2,,ellipse_distorted,0.011345932260155678,0.7343444237485528,,6,492,0.8505816517945006,3529.214268275747,1.9138744669438164e-15,128,"[0.226561689825726, 0.8505816517945006]",,0.01031460828052665,4.900408849157553e-14,success,9,4909
shared_zero_method_b,1,0.31813719402998686,2,,ellipse_distorted,0.07925138622522354,0.7343444237485528,,6,492,0.8505816517945006,3529.2142682757512,2.242425842923268e-15,256,"[0.22656168982572708, 0.8505816517945006]",,0.01031460828052665,,success,9,4909
offsurface_zero_method_b,1,0.023999929428100586,2,,ellipse_distorted,0.0018328521400690079,0.9805514151230454,,11,972,0.8505021059041976,3529.148652189338,1.5125859719978442e-15,64,"[0.22653835496068817, 0.8505021059041976]",,0.010315463486391,5.192821088181586e-14,success,14,5389
offsurface_zero_method_b,1,0.08254354912787676,2,,ellipse_distorted,0.011594989337027073,0.9805514151230454,,11,972,0.8505021059041995,3529.148652189337,2.0735348964886096e-15,128,"[0.22653835496068803, 0.8505021059041995]",,0.010315463486391,4.203028243817851e-14,success,14,5389
offsurface_zero_method_b,1,0.32273670844733715,2,,ellipse_distorted,0.07977949921041727,0.9805514151230454,,11,972,0.8505021059042115,3529.1486521893407,2.2908763008004514e-15,256,"[0.22653835496068864, 0.8505021059042115]",,0.010315463486391,,success,14,5389
distance_contacts,1,0.023923452012240887,2,,ellipse_distorted,0.0018808748573064804,0.9154818654060364,distance contact is not on the queried field zero set,9,780,0.8505816517944971,3529.2142682757203,1.5665954816875923e-15,64,"[0.22656168982572678, 0.8505816517944971]",0.00018564639494422558,0.01031460828052665,4.725682073494761e-14,fallback,11,5101
distance_contacts,1,0.08240909781306982,2,,ellipse_distorted,0.011468803510069847,0.9154818654060364,distance contact is not on the queried field zero set,9,780,0.8505816517945006,3529.214268275747,1.9138744669438164e-15,128,"[0.226561689825726, 0.8505816517945006]",0.00018564639494422558,0.01031460828052665,4.900408849157553e-14,fallback,11,5101
distance_contacts,1,0.31933709792792797,2,,ellipse_distorted,0.07942648697644472,0.9154818654060364,distance contact is not on the queried field zero set,9,780,0.8505816517945006,3529.2142682757512,2.242425842923268e-15,256,"[0.22656168982572708, 0.8505816517945006]",0.00018564639494422558,0.01031460828052665,,fallback,11,5101
distance_tangent_jet,1,0.023760251700878143,2,,ellipse_distorted,0.0018192855641245842,0.9149744687601924,distance contact is not on the queried field zero set,9,780,0.8505816517944971,3529.2142682757203,1.5665954816875923e-15,64,"[0.22656168982572678, 0.8505816517944971]",0.00018552083746125163,0.01031460828052665,4.725682073494761e-14,fallback,11,5101
distance_tangent_jet,1,0.0823614401742816,2,,ellipse_distorted,0.011304539628326893,0.9149744687601924,distance contact is not on the queried field zero set,9,780,0.8505816517945006,3529.214268275747,1.9138744669438164e-15,128,"[0.226561689825726, 0.8505816517945006]",0.00018552083746125163,0.01031460828052665,4.900408849157553e-14,fallback,11,5101
distance_tangent_jet,1,0.3191715758293867,2,,ellipse_distorted,0.0791528569534421,0.9149744687601924,distance contact is not on the queried field zero set,9,780,0.8505816517945006,3529.2142682757512,2.242425842923268e-15,256,"[0.22656168982572708, 0.8505816517945006]",0.00018552083746125163,0.01031460828052665,,fallback,11,5101
projected_tangent_jet,1,0.024794047698378563,2,,ellipse_distorted,0.0019189324229955673,1.011584972962737,,12,1068,3.813758253721955e-05,3452.920452166259,1.2717081434790563e-15,64,"[9.920053823747681e-06, 3.813758253721955e-05]",,6.186267650959685e-07,6.733159444915197e-14,success,15,5485
projected_tangent_jet,1,0.08426273800432682,2,,ellipse_distorted,0.011486446484923363,1.011584972962737,,12,1068,3.813758251755777e-05,3452.920452166265,2.268680700752126e-15,128,"[9.920053823034694e-06, 3.813758251755777e-05]",,6.186267650959685e-07,9.42226830756707e-14,success,15,5485
projected_tangent_jet,1,0.3340418478474021,2,,ellipse_distorted,0.07922063581645489,1.011584972962737,,12,1068,3.813758252391944e-05,3452.920452166266,2.790070927404874e-15,256,"[9.920053823337985e-06, 3.813758252391944e-05]",,6.186267650959685e-07,,success,15,5485
shared_zero_method_b,4,0.024187873117625713,2,,ellipse_distorted,0.0018178969621658325,0.7384035084396601,,6,492,0.2158310587508443,3427.187447496185,1.414576427014218e-15,64,"[0.016181306113398804, 0.2158310587508443]",,0.0024872551554224174,4.539956158752915e-14,success,9,4909
shared_zero_method_b,4,0.082683184184134,2,,ellipse_distorted,0.01166008785367012,0.7384035084396601,,6,492,0.2158310587508516,3427.187447496194,2.4093243803380327e-15,128,"[0.01618130611339827, 0.2158310587508516]",,0.0024872551554224174,5.2023605437379666e-14,success,9,4909
shared_zero_method_b,4,0.3230811208486557,2,,ellipse_distorted,0.07954779081046581,0.7384035084396601,,6,492,0.21583105875084202,3427.187447496191,2.6721282940441915e-15,256,"[0.016181306113398675, 0.21583105875084202]",,0.0024872551554224174,,success,9,4909
offsurface_zero_method_b,4,0.02405664697289467,2,,ellipse_distorted,0.0018199533224105835,0.9865573607385159,,11,972,0.21573212198118144,3427.275997113234,1.4170748928393043e-15,64,"[0.016162427679904882, 0.21573212198118144]",,0.00249100100808863,5.4919774450350906e-14,success,14,5389
offsurface_zero_method_b,4,0.08249486424028873,2,,ellipse_distorted,0.011294811964035034,0.9865573607385159,,11,972,0.21573212198118497,3427.2759971132305,2.4087449042688077e-15,128,"[0.016162427679904227, 0.21573212198118497]",,0.00249100100808863,6.703464534174859e-14,success,14,5389
offsurface_zero_method_b,4,0.3220865521579981,2,,ellipse_distorted,0.07882570009678602,0.9865573607385159,,11,972,0.21573212198116692,3427.275997113227,2.8453273615035303e-15,256,"[0.016162427679903654, 0.21573212198116692]",,0.00249100100808863,,success,14,5389
distance_contacts,4,0.024728305637836456,2,,ellipse_distorted,0.0019373036921024323,0.9352425187826157,distance contact is not on the queried field zero set,9,780,0.2158310587508443,3427.187447496185,1.414576427014218e-15,64,"[0.016181306113398804, 0.2158310587508443]",0.0001856965070093285,0.0024872551554224174,4.539956158752915e-14,fallback,11,5101
distance_contacts,4,0.08446347992867231,2,,ellipse_distorted,0.011421541683375835,0.9352425187826157,distance contact is not on the queried field zero set,9,780,0.2158310587508516,3427.187447496194,2.4093243803380327e-15,128,"[0.01618130611339827, 0.2158310587508516]",0.0001856965070093285,0.0024872551554224174,5.2023605437379666e-14,fallback,11,5101
distance_contacts,4,0.32789429277181625,2,,ellipse_distorted,0.0802347594872117,0.9352425187826157,distance contact is not on the queried field zero set,9,780,0.21583105875084202,3427.187447496191,2.6721282940441915e-15,256,"[0.016181306113398675, 0.21583105875084202]",0.0001856965070093285,0.0024872551554224174,,fallback,11,5101
distance_tangent_jet,4,0.02454073168337345,2,,ellipse_distorted,0.001940757967531681,0.9350750679150224,distance contact is not on the queried field zero set,9,780,0.2158310587508443,3427.187447496185,1.414576427014218e-15,64,"[0.016181306113398804, 0.2158310587508443]",0.0001830679732428692,0.0024872551554224174,4.539956158752915e-14,fallback,11,5101
distance_tangent_jet,4,0.0841657929122448,2,,ellipse_distorted,0.011441233567893505,0.9350750679150224,distance contact is not on the queried field zero set,9,780,0.2158310587508516,3427.187447496194,2.4093243803380327e-15,128,"[0.01618130611339827, 0.2158310587508516]",0.0001830679732428692,0.0024872551554224174,5.2023605437379666e-14,fallback,11,5101
distance_tangent_jet,4,0.3195277415215969,2,,ellipse_distorted,0.07847480848431587,0.9350750679150224,distance contact is not on the queried field zero set,9,780,0.21583105875084202,3427.187447496191,2.6721282940441915e-15,256,"[0.016181306113398675, 0.21583105875084202]",0.0001830679732428692,0.0024872551554224174,,fallback,11,5101
projected_tangent_jet,4,0.02430151030421257,2,,ellipse_distorted,0.0018352512270212173,1.0325280642136931,,12,1068,0.0006560428275918702,3573.533948800419,1.2878001929962112e-15,64,"[5.975847230445213e-06, 0.0006560428275918702]",,5.369233780207913e-06,4.5029902050002545e-14,success,15,5485
projected_tangent_jet,4,0.08362809289246798,2,,ellipse_distorted,0.011357983574271202,1.0325280642136931,,12,1068,0.0006560428275942353,3573.53394879978,2.1726626616625583e-15,128,"[5.97584723009357e-06, 0.0006560428275942353]",,5.369233780207913e-06,6.636623657251609e-14,success,15,5485
projected_tangent_jet,4,0.32257214561104774,2,,ellipse_distorted,0.07832460198551416,1.0325280642136931,,12,1068,0.0006560428275847438,3573.5339487997653,2.873102180972224e-15,256,"[5.9758472304735575e-06, 0.0006560428275847438]",,5.369233780207913e-06,,success,15,5485
shared_zero_method_b,8,0.02410217560827732,2,,ellipse_distorted,0.0018277093768119812,0.7369829807430506,,6,492,0.017462891594291874,3515.876536830709,1.3442661563743828e-15,64,"[0.0003537945270828147, 0.017462891594291874]",,0.00030131332075927585,5.704175317595701e-14,success,9,4909
shared_zero_method_b,8,0.08346715290099382,2,,ellipse_distorted,0.011349232867360115,0.7369829807430506,,6,492,0.017462891594275037,3515.8765368307413,2.1810739354527938e-15,128,"[0.00035379452708393454, 0.017462891594275037]",,0.00030131332075927585,5.503967439555265e-14,success,9,4909
shared_zero_method_b,8,0.3231303011998534,2,,ellipse_distorted,0.0798783041536808,0.7369829807430506,,6,492,0.01746289159429694,3515.8765368307572,2.8832466971952132e-15,256,"[0.0003537945270833072, 0.01746289159429694]",,0.00030131332075927585,,success,9,4909
offsurface_zero_method_b,8,0.024489423260092735,2,,ellipse_distorted,0.0019460627809166908,0.9840285228565335,,11,972,0.017482191064700954,3515.9158388440433,1.3856889619519827e-15,64,"[0.00034997750644536163, 0.017482191064700954]",,0.00030280194659812644,6.356523402166514e-14,success,14,5389
offsurface_zero_method_b,8,0.08533788844943047,2,,ellipse_distorted,0.011759951710700989,0.9840285228565335,,11,972,0.01748219106469679,3515.9158388440574,2.0432110245518124e-15,128,"[0.0003499775064455731, 0.01748219106469679]",,0.00030280194659812644,6.516156649442857e-14,success,14,5389
offsurface_zero_method_b,8,0.32823050767183304,2,,ellipse_distorted,0.07862040027976036,0.9840285228565335,,11,972,0.017482191064695625,3515.9158388440537,2.7301422908585065e-15,256,"[0.00034997750644527267, 0.017482191064695625]",,0.00030280194659812644,,success,14,5389
distance_contacts,8,0.024275909177958965,2,,ellipse_distorted,0.0018604742363095284,0.9397356798872352,distance contact is not on the queried field zero set,9,780,0.017462891594291874,3515.876536830709,1.3442661563743828e-15,64,"[0.0003537945270828147, 0.017462891594291874]",0.00017906043116211153,0.00030131332075927585,5.704175317595701e-14,fallback,11,5101
distance_contacts,8,0.08344375062733889,2,,ellipse_distorted,0.011307008564472198,0.9397356798872352,distance contact is not on the queried field zero set,9,780,0.017462891594275037,3515.8765368307413,2.1810739354527938e-15,128,"[0.00035379452708393454, 0.017462891594275037]",0.00017906043116211153,0.00030131332075927585,5.503967439555265e-14,fallback,11,5101
distance_contacts,8,0.32369132339954376,2,,ellipse_distorted,0.07875386532396078,0.9397356798872352,distance contact is not on the queried field zero set,9,780,0.01746289159429694,3515.8765368307572,2.8832466971952132e-15,256,"[0.0003537945270833072, 0.01746289159429694]",0.00017906043116211153,0.00030131332075927585,,fallback,11,5101
