agreement,coupling_solve,gap_wavelengths,kd,monolithic_rebuild,pair,rebuild_all,rebuild_moved_only
0.0,0.014396290061995387,1.0,10.0,1.1742225210182369,two_circles,1.0371826310874894,0.518794575938955
0.0,0.014279250986874104,0.12,10.0,1.1926695180591196,two_circles,1.0305579380365089,0.5142766520148143
0.0,0.03110347595065832,1.0,30.0,1.1605686410330236,two_circles,1.4510994339361787,0.7252017069840804
0.0,0.030886112013831735,0.12,30.0,1.168537613004446,two_circles,1.4558469569310546,0.7361338899936527
0.0,0.015559177962131798,1.0,10.0,1.1310941760893911,ellipse_crescent,0.9916578680276871,0.48524583503603935
0.0,0.014899351983331144,0.12,10.0,1.1601062710396945,ellipse_crescent,0.9940791151020676,0.4875883610220626
0.0,0.03406678605824709,1.0,30.0,1.1996293979464099,ellipse_crescent,1.3288500999333337,0.6429717730497941
0.0,0.03432548500131816,0.12,30.0,1.2080492100212723,ellipse_crescent,1.3276719689602032,0.6433936420362443
