iteration,stage,stage_iteration,stage_train_frequencies_ghz,stage_maximum_mode,modal_step_m,loss,relative_l2_error,applied_damping,accepted_backtrack_count,maximum_modal_field_update_m,curve_change_m,redistance_curve_drift_m,eikonal_rms,eikonal_maximum_deviation,maximum_curve_field_residual,trust_region_predicted_relative_change,accepted_step_predicted_relative_change,arclength_refit_rms_m,arclength_refit_maximum_m,arclength_speed_ratio_before,arclength_speed_ratio_after,radial_spectral_tail_rms_m,radial_spectral_tail_limit_m,spectral_tail_rejection_count,redistance_steps,redistance_stop_reason,evaluation_count,maximum_system_residual
10,1,10,"0.5,1.5",5,"-0.00032473373460998396,0.00033087739425538781,-0.0013320960053160625,-0.00048529536004852724,-0.00032192223441556805,0.00026359886349898432,-4.6757771200956312e-05,0.00015046254850262472,0.00023868349820355144,-0.00030994298508722865,-0.00051444048655283449",0.6699767151800619,0.8224925079898981,3.9698929180757094,0,0.0019905877949897605,0.0020229087100626444,0.0005058238826812736,0.10922975974952455,0.6274945968701786,0.0003017159461420763,0.06631658533107203,0.06631658533107203,3.706987156507684e-06,2.4002302530177157e-05,1.307761035488666,1.0299897944251462,0.0011849529959736614,,0,220,distance_boundary_and_eikonal_tolerances,241,3.959967493669679e-15
11,1,11,"0.5,1.5",5,"-0.00023671948799005292,0.00041050825308405281,-0.0011949320653655263,-0.00048811993210461156,-0.00028244429383525362,0.00023047483530751816,-4.2169794080156057e-05,0.00018448099508103138,0.00023578779547295603,-0.00033312928650413291,-0.0004698150660855744",0.634557066089422,0.8000187725088298,3.6005495933591942,0,0.0019904458178685255,0.002014031630854961,0.0005643599965362251,0.10193708883276857,0.6576899706535237,0.0003450790270115491,0.05643078930529185,0.05643078930529185,4.147368376064498e-06,2.5572536764900138e-05,1.2897670349252146,1.0371945728817622,0.001250809068501017,,0,320,distance_boundary_and_eikonal_tolerances,265,3.959967493669679e-15
12,1,12,"0.5,1.5",5,"-0.0001754061219050766,0.00051200785849777632,-0.0011395343517926443,-0.00047355510114571389,-0.00026375747542056792,0.00021490007018942357,-6.8489557497421804e-05,0.00020852104092224617,0.00023258521396064897,-0.00037254294072796266,-0.0004506842488144671",0.6050346623321977,0.7804424049939993,2.9579447101792136,0,0.0019909337659585894,0.002028109419151343,0.0006023474527880061,0.10770610788624244,0.6887044020829256,0.000363476949901945,0.05012426656464123,0.05012426656464123,4.5651592097241925e-06,2.488463264487401e-05,1.2741709261040781,1.0456636298448136,0.0013249921828204104,,0,220,distance_boundary_and_eikonal_tolerances,289,3.959967493669679e-15
13,1,13,"0.5,1.5",5,"-0.00012482707568055957,0.00066588106017779558,-0.0011630479973352402,-0.00042138962611161382,-0.00027728922137989581,0.0002182913628903828,-0.00015443572638123228,0.00022948743909386517,0.00022908632912866809,-0.00045037168033659937,-0.00045510325823646243",0.5793532449297476,0.7625291741940565,2.123330297268886,0,0.001992765658395448,0.002022088030246143,0.0006797557933100497,0.10481602938228851,0.7970479761733515,0.00042510862050680956,0.04632758238226769,0.04632758238226769,5.1209828995958314e-06,2.5731834317829984e-05,1.2604839054213055,1.0539945907832653,0.001415707677826267,,0,340,distance_boundary_and_eikonal_tolerances,313,3.959967493669679e-15
14,1,14,"0.5,1.5",5,"-5.4759919820116018e-05,0.00078561800042302899,-0.0010803228272883644,-0.00022716422609119535,-0.00030830144940971688,0.00023626142142708635,-0.00032652730967366118,0.00020723607292197593,0.00016999286405073105,-0.00050428900119822023,-0.00041121270395938535",0.5583927455340111,0.747078548036496,1.5800472026722523,0,0.0019925780374890545,0.002022407610298595,0.0006982313230375489,0.10639982146489123,0.7886213516471736,0.00044407994425490864,0.03874736853968855,0.03874736853968855,5.499950952362773e-06,2.7804765727138784e-05,1.217997588818933,1.059224049944192,0.001516607191866524,,0,240,distance_boundary_and_eikonal_tolerances,337,9.730613421824911e-15
15,1,15,"0.5,1.5",5,"3.2908396094638633e-05,0.00064037395625490205,-0.00069067247256936908,4.3992544949953505e-05,-0.00029429463622564976,0.00023158973170956396,-0.00041472951741658296,0.00011118948558247669,2.8616615720983509e-05,-0.00036571605284322039,-0.0002521469690522496",0.544072690661001,0.7361534160666117,1.9282632135461228,0,0.0019887074795043327,0.00202874114123045,0.0006457789450290803,0.10621334320374617,0.7887054590821655,0.00040004431133377864,0.025464129755504238,0.025464129755504238,5.415425684306704e-06,2.8369481332436428e-05,1.2024047614041735,1.0593707656196347,0.0015838825117442702,,0,260,distance_boundary_and_eikonal_tolerances,361,1.0167393999355942e-14
16,1,16,"0.5,1.5",5,"9.1979963316172214e-05,0.00055376983542939468,-0.00050285784010721199,0.0001898774115862082,-0.0003281009540565053,0.0002202566870667434,-0.00044117446217270529,7.2107423644234106e-05,-4.2529673483593749e-05,-0.00027031646806477741,-0.0001810316240838351",0.5310090281277406,0.7261737207059484,2.3321491446308062,0,0.0019987739912434906,0.0020427216622928984,0.0007365938038788536,0.10233572317640055,0.7409358123154868,0.0004210608298432193,0.02275379138741123,0.02275379138741123,5.580024020239413e-06,2.950757548559505e-05,1.2079297828058557,1.0614345952628925,0.001623485887128503,,0,280,distance_boundary_and_eikonal_tolerances,385,1.0167393999355942e-14
17,1,17,"0.5,1.5",5,"0.00013755666593187225,0.0004976752649881955,-0.00039726592668292001,0.00027120899020923687,-0.00035986122835493745,0.00021347083242292318,-0.00044623475509306278,5.4994875910237783e-05,-7.9338813631822362e-05,-0.00020531668201811059,-0.00014040230203628983",0.5173924559895503,0.7158845829308313,2.7953749916985946,0,0.0019893197268848295,0.002033164077224534,0.0005706783731186662,0.10227853976691229,0.7177081757440941,0.0003353829416615304,0.023902594266460738,0.023902594266460738,5.9704190605288956e-06,3.142280943932348e-05,1.2138059279613496,1.0647032790386581,0.0016458171614425327,,0,240,distance_boundary_and_eikonal_tolerances,409,1.0167393999355942e-14
18,1,18,"0.5,1.5",5,"0.00017690263450009851,0.00046776937514926624,-0.00033912838275084578,0.00032082722759640015,-0.00038700978607565439,0.00021512014536529173,-0.00044903877975279951,4.7296741073592319e-05,-9.7471340738214e-05,-0.00016124853691880587,-0.00011437959568159775",0.5023912595280222,0.7046518534644329,3.20326287378594,0,0.00198784309531689,0.0020299496613786273,0.0006964840844711399,0.10403097012163993,0.7177020248880234,0.00035180100281482357,0.02707007550841561,0.02707007550841561,6.5790165916640245e-06,3.3893658850776334e-05,1.2187098637035623,1.0694309824845472,0.0016625628167051102,,0,200,distance_boundary_and_eikonal_tolerances,433,1.1015406408026641e-14
19,1,19,"0.5,1.5",5,"0.0002155667294320617,0.00045668255144646247,-0.00030718217717504317,0.00035556037050446971,-0.00041071025811145452,0.00022551112645901859,-0.00045370300524041446,4.3868969602809826e-05,-0.00010456854786336013,-0.00012585990199735921,-9.4402403083888528e-05",0.48568088550523636,0.6921738359610315,3.477823878217461,0,0.0019960024950065876,0.00203790973960734,0.0005459316623997612,0.10288826538959644,0.657002782170317,0.0003314269476250749,0.031378112858087004,0.031378112858087004,7.225937835810651e-06,3.590725370451254e-05,1.2236429550582317,1.07321670197661,0.0016849736815298182,,0,220,distance_boundary_and_eikonal_tolerances,457,1.1015406408026641e-14
20,1,20,"0.5,1.5",5,"0.00025489170420210454,0.0004558368375524208,-0.00028743392325953368,0.0003799437224815448,-0.00042791423607824218,0.00024316245697427084,-0.00045484401873274619,4.2943086702865806e-05,-0.00010212365493811599,-8.87648970412865e-05,-7.5062652755271528e-05",0.46742804621961154,0.6784910307994033,3.6098681502656764,0,0.0019912858155460185,0.002032064699731169,0.0006739708130482619,0.10300101469246283,0.6729570954375751,0.0003276566224649762,0.035992198330918095,0.035992198330918095,7.757960251638611e-06,3.8579145971156526e-05,1.2281837326086207,1.0767712233197753,0.0017235742164105829,,0,200,distance_boundary_and_eikonal_tolerances,481,1.1015406408026641e-14
21,1,21,"0.5,1.5",5,"0.00029954599125296249,0.00046915566777107446,-0.00027744781102913464,0.00040279476651108398,-0.00044613529108344485,0.00027329301150628125,-0.00045560043026184358,4.5438130552299597e-05,-9.0810718854649925e-05,-4.4292713183309997e-05,-5.4832794125087818e-05",0.4477806386727264,0.6636208015633706,3.5182876544154924,0,0.0019971866069174444,0.002038505199144248,0.0006345357767293175,0.09488006636263356,0.669607939832981,0.00030191843258085653,0.040945991669651245,0.040945991669651245,8.625138028352385e-06,4.3159771567261855e-05,1.2336981991956095,1.081887688569098,0.0017882205979933405,,0,300,distance_boundary_and_eikonal_tolerances,505,1.1015406408026641e-14
22,1,22,"0.5,1.5",5,"0.00034846105243895378,0.00049188984133246986,-0.00027019181562139033,0.00042245214003399902,-0.00046256397767355803,0.00031790949492313471,-0.00044576157597167701,5.2122336289237715e-05,-6.7360434255721096e-05,1.684490796604991e-05,-2.9787991114767684e-05",0.427169176213396,0.6478001414391689,3.2488813352391075,0,0.001990189212890517,0.0020352318756890796,0.0005370106631407131,0.09981473553905242,0.677492169704487,0.00022381493592152704,0.045668876081181094,0.045668876081181094,9.098750418409248e-06,4.9429365236612585e-05,1.239341849121026,1.0857678217274684,0.0018858108346146583,,0,160,distance_boundary_and_eikonal_tolerances,529,1.1015406408026641e-14
23,1,23,"0.5,1.5",5,"0.00039912600110412723,0.0005227729643405213,-0.0002618571354653586,0.00043742548301686866,-0.00047703716889161888,0.00038257402427495856,-0.00041441069582325561,6.4803145527586519e-05,-2.8082949175880926e-05,0.00010347275723817061,3.5993872969592655e-06",0.406061770938957,0.6313197893635266,2.842489400055327,0,0.0019868596696598984,0.002025439779735214,0.0006716723513462646,0.0980426095402462,0.6502219301635069,0.0002756785605183328,0.049931547822495724,0.049931547822495724,9.31720451524446e-06,5.3620286867207545e-05,1.2493816790058196,1.092452832820772,0.0020186966473485016,,0,180,distance_boundary_and_eikonal_tolerances,553,1.1015406408026641e-14
24,1,24,"0.5,1.5",5,"0.00043051410743016807,0.00054220106582438486,-0.00024196328630148587,0.00043153963781709481,-0.00047051121265318126,0.00045917091419042725,-0.00033312047177678215,8.3201491209469671e-05,2.9446609839383286e-05,0.00021659612326439801,4.7698208225450245e-05",0.38545128836287357,0.6149314983556654,2.4646633582803834,0,0.0019916061895062336,0.0020185172303710417,0.0008604268798993272,0.09644747679374768,0.6008185273021232,0.00035473964437676524,0.05210422011107357,0.05210422011107357,1.0183290923063774e-05,6.086217054344567e-05,1.2652969817982767,1.1036430719857846,0.002178228201888092,,0,200,distance_boundary_and_eikonal_tolerances,577,1.1015406408026641e-14
25,1,25,"0.5,1.5",5,"0.00041759340657319803,0.00052959229767154947,-0.00020762286016749311,0.00039533667874995206,-0.00042878427630588245,0.00052701543271794322,-0.00019570469487161898,0.0001019375654121849,9.3308146842463341e-05,0.00032872767800293728,9.3690747912085012e-05",0.3664909008670792,0.5995891667588424,2.235360710113366,0,0.001997808634479095,0.0020077612513076932,0.0008871890830675663,0.09447744044081466,0.567622976690293,0.00031500302880121435,0.05103777668974118,0.05103777668974118,1.0569532119749193e-05,6.61049834254396e-05,1.2771594432377065,1.1141840744095406,0.002345380086814706,,0,200,distance_boundary_and_eikonal_tolerances,601,1.1015406408026641e-14
26,1,26,"0.5,1.5",5,"0.00037498763753831052,0.00050319286521488408,-0.00017737716865612622,0.00034695549897233283,-0.00038003958551427756,0.00058677940085526093,-4.6671674121034399e-05,0.00011287612729452348,0.00014366253715519871,0.00041397365381064992,0.00013091162896895379",0.349363256531746,0.5854889563632272,2.0641921303676596,0,0.001994218157390516,0.002000082029226473,0.0010189067242880447,0.09308497234286832,0.5495672063074315,0.00039537857149527476,0.048944514899415204,0.048944514899415204,1.1288750169036173e-05,7.126587445221968e-05,1.2966432913610868,1.1318669071088479,0.002509340215686538,,0,200,distance_boundary_and_eikonal_tolerances,625,1.1015406408026641e-14
27,1,27,"0.5,1.5",5,"0.00032976314091804791,0.00049074842240527747,-0.00016851505333351102,0.00029561790706867275,-0.00035264581869768143,0.000656230628168205,8.897768366517002e-05,0.00011144204031894245,0.00017689793609306604,0.00048195679814450721,0.00016277172095052229",0.3336081830664402,0.5722607590634807,1.8223062836850734,0,0.001997853258819786,0.002002143793136572,0.0010512005390536324,0.09363994345960257,0.5502189389349897,0.0003511508802847025,0.047821292394274593,0.047821292394274593,1.2882492707692706e-05,8.177547311773835e-05,1.3386333528214274,1.1607613581010874,0.0026716700151564647,,0,180,distance_boundary_and_eikonal_tolerances,649,1.1739237823720496e-14
28,1,28,"0.5,1.5",5,"0.00028651661773497256,0.00049676867010874711,-0.00018710459138389878,0.00022404431655020314,-0.0003487261397762264,0.00073765623361434711,0.00021871476880091394,9.2882710452380475e-05,0.00019894901816658325,0.00054494330379720223,0.00019492298571908648",0.3189177249347802,0.5596108789181038,1.5105979028381398,0,0.001994552423888209,0.0020058332779355793,0.0010293593773532364,0.10076192974992,0.5742684202033139,0.0003152087031231439,0.047385907822661076,0.047385907822661076,1.5047708914852782e-05,9.448346184673082e-05,1.408648658473847,1.1932079741811554,0.002834426479109555,,0,160,distance_boundary_and_eikonal_tolerances,673,1.1739237823720496e-14
29,1,29,"0.5,1.5",5,"0.00012491971427938751,0.00026770506546132606,-0.00012424954039032184,5.0114916364959759e-05,-0.00019020278617055844,0.00042302922438523522,0.00018148507167956284,2.5588842226403467e-05,0.00011032671686457234,0.00031332667517452599,0.00011769273079213623",0.31143812552340433,0.5529690645607741,1.1240907709045518,1,0.0009977416159741596,0.0010102482240900905,0.0010223557638904368,0.06530307814529739,0.38483009800114676,0.0004853021371669739,0.04881010271699323,0.024405051358496615,1.427631743203201e-05,9.055677205660786e-05,1.3048180476494937,1.1932249318430685,0.002921881651513194,,0,900,distance_boundary_and_eikonal_tolerances,698,1.1739237823720496e-14
30,1,30,"0.5,1.5",5,"0.00010336281171801849,0.0002518234010183254,-0.00012660236248540982,7.2587307822869465e-06,-0.00017979810604397102,0.00040212473257318111,0.000190424603394944,4.440749694801929e-06,0.00010774357721898907,0.00029958520428514316,0.00011440879432585675",0.304690625368078,0.5468517615198875,1.1240907709045518,1,0.0008810006695929413,0.0008936173361303588,0.0009334421410386338,0.06925402905326941,0.3971611026473709,0.00039883349539539953,0.044839640768652225,0.022419820384326113,1.4576618451355028e-05,9.27106287903302e-05,1.3004908940612756,1.202007095731483,0.0029990497603069057,,0,160,distance_boundary_and_eikonal_tolerances,723,1.1739237823720496e-14
31,1,31,"0.5,1.5",5,"2.1013344418446092e-05,5.9867190478494937e-05,-3.2373662096502038e-05,-9.5467523628571139e-06,-4.3375630955242335e-05,9.4861548109642551e-05,4.8912282366909967e-05,-4.1757251766088028e-06,2.570758877498929e-05,7.2064341026630512e-05,2.7700344978385663e-05",0.30309124828607176,0.545374162243236,1.1240907709045518,3,0.00021192266345603167,0.0002174058130144027,0.0008337309783473841,0.0715077725380435,0.3967500130345094,0.00033494355035976024,0.04213297912524406,0.005266622390655507,1.264989188807513e-05,8.367197895282725e-05,1.2259673768207984,1.18049443171147,0.003016535987886191,,0,160,distance_boundary_and_eikonal_tolerances,750,1.1739237823720496e-14
32,1,32,"0.5,1.5",5,"4.0035237164964607e-05,0.00011864024335437276,-6.4986060882848151e-05,-2.4423014399383087e-05,-8.6170129950090073e-05,0.00018693912123204313,9.8289630838078518e-05,-1.0934165937414877e-05,5.0727347923319879e-05,0.00014305654807087153,5.4959024139831789e-05",0.2999613987150822,0.5424638396562773,1.1240907709045518,2,0.000430863504507542,0.00044364974744193724,0.000887157791973334,0.07374399555795018,0.4152631697812126,0.0003537931006537525,0.041733086292246716,0.010433271573061679,1.2617516096400458e-05,8.404709339897106e-05,1.2234034137482963,1.1812271124838862,0.003050188367373674,,0,160,distance_boundary_and_eikonal_tolerances,776,1.1739237823720496e-14
33,1,33,"0.5,1.5",5,"3.5961401055265085e-05,0.00011668794647935206,-6.555578861569257e-05,-3.5594762505984465e-05,-8.5349838206190992e-05,0.00018148525952853595,9.9130712582683433e-05,-1.5885932240550287e-05,4.9066615305987823e-05,0.00014147862598121806,5.4192717735813029e-05",0.2968927176908537,0.539580039189883,1.1240907709045518,2,0.0004460864772322289,0.00045826404002140617,0.0008921740801360104,0.07636177633067433,0.4152076087411154,0.00034162756671095827,0.04123396034390522,0.010308490085976304,1.2621605162226084e-05,8.464646528540664e-05,1.2235238715237213,1.1824872393562569,0.0030813798999154572,,0,160,distance_boundary_and_eikonal_tolerances,802,1.1739237823720496e-14
34,1,34,"0.5,1.5",5,"1.6021801023600556e-05,5.7624512357775289e-05,-3.3012083034517259e-05,-2.3488459553488572e-05,-4.2384946819386036e-05,8.8098083037599416e-05,4.9973595759786302e-05,-1.0325555190698467e-05,2.3563919993269342e-05,7.0242930416879157e-05,2.675590439511287e-05",0.29536604646653325,0.5381318713987082,1.1240907709045518,3,0.00023115976511814697,0.00023753505669441238,0.0009083842760045742,0.07709467817796334,0.41983519415336856,0.00035593203444880643,0.04114433252108622,0.005143041565135778,1.2005502266017916e-05,8.108670035125602e-05,1.203185543160122,1.1739406625871343,0.003095953788861373,,0,160,distance_boundary_and_eikonal_tolerances,829,1.1739237823720496e-14
35,1,35,"0.5,1.5",5,"3.0223883840227438e-05,0.00011478227011466558,-6.6154041537217558e-05,-5.2607921804461775e-05,-8.4510396483593301e-05,0.00017365493714369273,0.00010038187787684054,-2.2976692788790028e-05,4.6074915042060555e-05,0.00014022321273348355,5.3194762171260945e-05",0.29232893919423875,0.5352343388588571,1.1240907709045518,2,0.00047073062440598887,0.00048011948541427365,0.0008926911705374031,0.07885604158420516,0.4171088371538565,0.00034291065461508445,0.041268996268987564,0.010317249067246891,1.2294464708231898e-05,8.335346219207443e-05,1.214003523463217,1.1791249851078676,0.0031234836865183047,,0,160,distance_boundary_and_eikonal_tolerances,855,1.1739237823720496e-14
36,1,36,"0.5,1.5",5,"1.3241530382788079e-05,5.7071254446844491e-05,-3.3206955933744245e-05,-3.2153132784373946e-05,-4.2095689914067603e-05,8.4342766162163267e-05,5.0628554317104855e-05,-1.3686604791425974e-05,2.1827776674748379e-05,7.0086073546637658e-05,2.6339208938244452e-05",0.29079735696265296,0.5337604491311164,1.1240907709045518,3,0.00024426187659981087,0.0002514166021948235,0.0008511655566151207,0.07827762107251016,0.4150981845798597,0.00032176925301993266,0.041831692225021234,0.005228961528127654,1.182071019777463e-05,8.051385692363033e-05,1.199066398222789,1.172385209393427,0.0031362462096382435,,0,160,distance_boundary_and_eikonal_tolerances,882,1.1739237823720496e-14
37,1,37,"0.5,1.5",5,"1.23666749690937e-05,5.704190140699928e-05,-3.3209090269888901e-05,-3.5055491907226624e-05,-4.2012260321188139e-05,8.3160611494946581e-05,5.0873069538011253e-05,-1.4750176294602971e-05,2.1168608082632148e-05,7.0199469106911827e-05,2.622662576368566e-05",0.2892559828556994,0.532270538317656,1.1240907709045518,3,0.0002488719250944375,0.00025639640039095974,0.0008546497552963956,0.08069999870397405,0.41086814529604143,0.00034174057352697775,0.042295038284074826,0.005286879785509353,1.1559107818975555e-05,7.888478257250848e-05,1.1918428651815738,1.168506081000914,0.003148403214641049,,0,160,distance_boundary_and_eikonal_tolerances,909,1.1739237823720496e-14
38,1,38,"0.5,1.5",5,"1.1166504486098974e-05,5.6091397666348014e-05,-3.23933184223432e-05,-3.7310231968720064e-05,-4.1106311460346022e-05,8.0630521796246679e-05,5.0025021608117025e-05,-1.5712263687688243e-05,2.0123466440685315e-05,6.917569048298634e-05,2.5756641624809495e-05",0.2877274846994025,0.5307867068873668,1.1548355169920557,3,0.00024957798974679804,0.00025762895687300534,0.0008733948186280285,0.08065434144182342,0.4075836760476824,0.0003493996748938546,0.042135779474248396,0.0052669724342810495,1.1357373498844107e-05,7.764107394613346e-05,1.1873718346897082,1.1655660265992003,0.0031597292543701443,,0,160,distance_boundary_and_eikonal_tolerances,936,1.1739237823720496e-14
39,1,39,"0.5,1.5",5,"9.9133470157989134e-06,5.4899490749382623e-05,-3.1324200411302273e-05,-3.9244007396366199e-05,-3.9962219545434663e-05,7.7760667468138676e-05,4.8849384511445219e-05,-1.6558926390215888e-05,1.8943795451533626e-05,6.7836622482188495e-05,2.5194009770209001e-05",0.2862169577191706,0.5293143319364986,1.1971405238433377,3,0.0002490892395457699,0.0002580597639403991,0.0008116753148722684,0.08141226222386598,0.40278858649342764,0.0003197391267368479,0.041833277658518526,0.005229159707314816,1.1184816518971456e-05,7.655342603120128e-05,1.1838138873338797,1.1630122233032734,0.003170185040702696,,0,160,distance_boundary_and_eikonal_tolerances,963,1.1739237823720496e-14
