iteration,loss,relative_l2_error,applied_damping,maximum_modal_field_update_m,curve_change_m,redistance_curve_drift_m,eikonal_rms,eikonal_maximum_deviation,maximum_curve_field_residual,redistance_steps,redistance_stop_reason,evaluation_count,maximum_system_residual
0,0.9170449165376359,0.9735262683591434,0.0,0.0,0.0,0.0,0.0020188693397609806,0.0075825992228530925,1.2975965504395757e-05,0,initialized,1,5.887951251029206e-16
1,0.8055187868822947,0.912951339545655,10.0,0.002370163197031256,0.0036718461492820246,0.00011014661395480697,0.022246113445079152,0.07439644659992983,6.879526692775244e-05,100,distance_boundary_and_eikonal_tolerances,17,6.163786602257628e-16
2,0.7694675297316204,0.8924707768697816,30.0,0.0008178953536864716,0.001195873862626165,6.131024825735836e-05,0.02726607437503101,0.08604823620472213,9.640379294078281e-05,100,distance_boundary_and_eikonal_tolerances,33,6.163786602257628e-16
3,0.6631094329815284,0.8289943651254009,9.0,0.00253849164315693,0.0036422472698659624,4.690111639781123e-05,0.04122112196887861,0.12120288584297478,0.00012533213255686015,100,distance_boundary_and_eikonal_tolerances,49,6.163786602257628e-16
4,0.6290433717415109,0.8075906924199451,26.999999999999996,0.0008900119330026524,0.0012342890681214765,5.343546326271659e-05,0.04460945432078441,0.13467371213154244,0.00011453870061376836,100,distance_boundary_and_eikonal_tolerances,65,6.163786602257628e-16
5,0.5288068024482449,0.7409445691197946,8.099999999999998,0.0027486462189288013,0.0036721409365380606,0.0001332487459703807,0.05477440830073848,0.16715225527491695,0.0001450427968184096,100,distance_boundary_and_eikonal_tolerances,81,6.163786602257628e-16
6,0.4971299554710749,0.7185712175540606,24.299999999999994,0.0009629251155923638,0.0012754240739361556,4.119250190640968e-05,0.05735913367465094,0.180322057716092,0.0001404016952528844,100,distance_boundary_and_eikonal_tolerances,97,6.163786602257628e-16
7,0.40671636791135685,0.6503997119091282,7.289999999999997,0.0028994782980734293,0.0038626469315352556,5.486477718821553e-05,0.06662453485231458,0.2100199738594707,0.0001677720555167887,100,distance_boundary_and_eikonal_tolerances,113,6.163786602257628e-16
8,0.3783223849866437,0.6274305100751384,21.86999999999999,0.0010176807858635472,0.0030405800225492656,5.616101824518807e-05,0.06796924528816231,0.2345647045723217,0.00016471422194299333,100,distance_boundary_and_eikonal_tolerances,129,6.163786602257628e-16
9,0.2998024385023848,0.5589233401998276,6.560999999999997,0.002985399647628597,0.0038298303903147464,5.2371586076195005e-05,0.07537922789226084,0.28712611545017597,0.00017768646783699422,100,distance_boundary_and_eikonal_tolerances,145,6.163786602257628e-16
10,0.2758588983070547,0.536271203685575,19.68299999999999,0.001038540280327412,0.0012752137454375145,6.150760142743516e-05,0.07497555262383161,0.3052235070419199,0.00015306143193452972,100,distance_boundary_and_eikonal_tolerances,161,6.163786602257628e-16
11,0.21104550027947164,0.46939201920510704,5.904899999999997,0.003018417183560202,0.0038619777102390767,4.824934390961623e-05,0.07832836053564969,0.36421835870940444,0.000158809700581792,100,distance_boundary_and_eikonal_tolerances,177,6.163786602257628e-16
12,0.1915713196335706,0.44731491849882277,17.71469999999999,0.0010248779962310909,0.0011952779331620112,3.550890629562108e-05,0.07924497092847378,0.3901593487011399,0.00013351321088382693,100,distance_boundary_and_eikonal_tolerances,193,6.163786602257628e-16
13,0.1409130447590162,0.3839070456831761,5.314409999999997,0.00293193844893136,0.00398129734122717,0.00012286042941277983,0.08310640628722704,0.43083848017386417,0.00013424070298462785,100,distance_boundary_and_eikonal_tolerances,209,6.163786602257628e-16
14,0.12649871806499272,0.36381855069538654,15.943229999999991,0.0009656513646841331,0.0010821183096091727,5.1596319559798537e-05,0.0839994064548136,0.4505077842914047,0.0001238931504885894,100,distance_boundary_and_eikonal_tolerances,225,6.163786602257628e-16
15,0.08944328000027205,0.30612021226044517,4.782968999999997,0.0027504146019602816,0.0030611678711837216,3.183727096744518e-05,0.09226350843700211,0.48098658276747075,0.00011129713801394511,100,distance_boundary_and_eikonal_tolerances,241,6.163786602257628e-16
16,0.07924731345236266,0.2881986331417806,14.34890699999999,0.0009221317815429792,0.0009396528878647485,3.578426507385128e-05,0.09232688801206407,0.5120586970399261,8.551954843257891e-05,100,distance_boundary_and_eikonal_tolerances,257,6.163786602257628e-16
17,0.05405085166512161,0.23814846245232532,4.304672099999997,0.002490605810023173,0.0026839250266266898,2.477538943447564e-05,0.0999606091269259,0.5716479937066101,9.525654952730837e-05,140,distance_boundary_and_eikonal_tolerances,273,6.163786602257628e-16
18,0.047021784885137766,0.2221633392683759,12.914016299999991,0.0008383094679085828,0.000841575274011195,2.3846065530649322e-05,0.10034382819704285,0.5821202770868006,6.0813607764644007e-05,120,distance_boundary_and_eikonal_tolerances,289,6.163786602257628e-16
19,0.030642920298109836,0.17943763219048986,3.874204889999997,0.0022285184807617903,0.0023201084329814584,7.838507572616544e-05,0.0996831058330054,0.5825780677218525,6.012484169235291e-05,160,distance_boundary_and_eikonal_tolerances,305,6.163786602257628e-16
20,0.026307228772712958,0.1662835747764852,11.62261466999999,0.000714151908344727,0.0007102444612950538,2.620544665737147e-05,0.1023937951256486,0.589374907591968,6.774140429918057e-05,100,distance_boundary_and_eikonal_tolerances,321,6.163786602257628e-16
21,0.016676543879849234,0.13245873810911166,3.486784400999997,0.0018844618265214034,0.0019225136028172857,8.416143187884656e-05,0.10125015908583075,0.5934014657918476,5.1652998894723134e-05,160,distance_boundary_and_eikonal_tolerances,337,6.163786602257628e-16
22,0.005100467336376277,0.07334392335219445,1.046035320299999,0.003483549961578786,0.0035001659433461906,5.900232996552593e-05,0.09702565303730609,0.5948966673259658,7.485018614542416e-05,180,distance_boundary_and_eikonal_tolerances,353,6.163786602257628e-16
23,0.00047258374162751,0.02240491834914991,0.31381059608999967,0.0034478966391935442,0.003210924068311565,5.9107493377683274e-05,0.09923033927573431,0.6193977837502279,8.055210341526974e-05,180,distance_boundary_and_eikonal_tolerances,369,6.163786602257628e-16
24,1.6902863554059805e-05,0.004230710226126757,0.0941431788269999,0.001543415622815222,0.0013517212806249893,6.585505396692325e-05,0.09997561759658986,0.6327075677675783,7.915951467894885e-05,180,distance_boundary_and_eikonal_tolerances,385,6.163786602257628e-16
25,7.792345016088476e-06,0.002783354468716143,0.028242953648099967,0.0002915519023727537,0.00022525101105089166,5.53266932956426e-05,0.0990414064079626,0.6391880332242701,7.506439340483335e-05,180,distance_boundary_and_eikonal_tolerances,401,6.163786602257628e-16
26,7.501616681842361e-06,0.002721846269309075,0.00847288609442999,6.048225485802437e-05,6.561446166568161e-05,2.0369351060535684e-05,0.10644427293492992,0.6663994481324467,4.1997075837707856e-05,120,distance_boundary_and_eikonal_tolerances,417,6.163786602257628e-16
