coefficient_error,curve,factor_seconds,field_error,gmres_seconds,interpolation_error,kd,plain_iterations,preconditioned_iterations,projection_error,rank,reconstruct_seconds,samples,spacing,stride,tolerance
6.38946030894069e-05,ellipse,0.0005912539782002568,0.006885299301142061,0.0005084869917482138,0.0003443214357076129,23.8125,25,4,0.00033834114625803805,7,0.0005591160152107477,41,0.5,4,0.001
2.4007351997105257e-05,ellipse,0.00057141890283674,0.00033639403508613273,0.00044852704741060734,2.4018101011406795e-05,4.3125,10,3,7.184888968507907e-07,11,0.0006592230638489127,41,0.5,4,1e-06
9.831002169865233e-07,ellipse,0.0005551119102165103,7.810922434794408e-06,0.000335281016305089,9.84929188546146e-07,7.0625,13,2,5.999557733898333e-08,11,0.0006464200560003519,41,0.5,4,1e-06
4.917677470234507e-06,ellipse,0.0005517770769074559,2.8492893120344392e-05,0.0004156100330874324,4.926034021102826e-06,9.8125,15,3,2.86809123615092e-07,11,0.0006188799161463976,41,0.5,4,1e-06
1.4644823963928651e-06,ellipse,0.0005517350509762764,7.285795119522382e-06,0.0003321340773254633,1.5037328358896526e-06,12.5625,17,2,3.413264597615166e-07,11,0.0006306819850578904,41,0.5,4,1e-06
1.4800030938058844e-06,ellipse,0.0005597079871222377,6.518781517350094e-06,0.00033184001222252846,1.5268001113459708e-06,15.4375,19,2,3.751125448182674e-07,11,0.0006281470414251089,41,0.5,4,1e-06
6.176236201312488e-06,ellipse,0.0005546578904613853,2.1553493523025237e-05,0.00040500599425286055,6.187270548817566e-06,18.1875,21,3,3.6935514862640913e-07,11,0.0006139340111985803,41,0.5,4,1e-06
1.3948556179742533e-06,ellipse,0.0005525890737771988,5.190821227314402e-06,0.0003438600106164813,1.418185660378551e-06,20.9375,23,2,2.5618035129271644e-07,11,0.0006262880051508546,41,0.5,4,1e-06
6.46055369607586e-05,ellipse,0.0005590369692072272,0.00019843071523323425,0.0004085979890078306,6.460642050984802e-05,23.8125,25,3,3.3788337662083383e-07,11,0.0006207970436662436,41,0.5,4,1e-06
2.4007393963075374e-05,ellipse,0.0005590270739048719,0.00033603598803621214,0.0004432820715010166,2.4007394001958496e-05,4.3125,10,3,1.3712739375305095e-09,14,0.0007249729242175817,41,0.5,4,1e-09
9.83100241322187e-07,ellipse,0.0005810840521007776,7.80411044681468e-06,0.00036849500611424446,9.831003350096507e-07,7.0625,13,2,4.2860275570690697e-10,14,0.0007989919977262616,41,0.5,4,1e-09
