coefficient_error,curve,factor_seconds,field_error,gmres_seconds,interpolation_error,kd,plain_iterations,preconditioned_iterations,projection_error,rank,reconstruct_seconds,samples,spacing,stride,tolerance
0.00030205237153583956,kite,0.0005616990383714437,0.0004191850047047666,0.00040893699042499065,0.0003020531705073915,18.1875,25,3,6.947393536838101e-07,11,0.0005844919942319393,21,1.0,8,1e-06
3.93142493727667e-05,kite,0.000560075044631958,5.61645530060376e-05,0.00041355600114911795,3.9316323808496924e-05,20.9375,28,3,4.0387390877735143e-07,11,0.0005915779620409012,21,1.0,8,1e-06
0.004608536329282779,kite,0.0005602319724857807,0.006224539041871378,0.00048267701640725136,0.004608536510344337,23.8125,29,4,1.291861118598999e-06,11,0.0005642999894917011,21,1.0,8,1e-06
0.00283743926742822,kite,0.0005616690032184124,0.02011546298436159,0.0005225799977779388,0.0028374392674395863,4.3125,11,4,8.069412766649635e-09,14,0.0006093860138207674,21,1.0,8,1e-09
4.321816503559585e-05,kite,0.0005558349657803774,0.00012291239510191804,0.0004195760702714324,4.321816505437954e-05,7.0625,14,3,1.2447428388595454e-09,14,0.0006097779842093587,21,1.0,8,1e-09
0.0002536891234807579,kite,0.0005562469596043229,0.0005317671776074316,0.0004080040380358696,0.00025368912348224464,9.8125,17,3,6.452038411334409e-10,14,0.0005817969795316458,21,1.0,8,1e-09
0.000664974724299885,kite,0.0005644240882247686,0.0011077000853162886,0.00041234702803194523,0.0006649747242993509,12.5625,20,3,6.068498233039782e-10,14,0.0006118089659139514,21,1.0,8,1e-09
0.000684412483955843,kite,0.0005613019457086921,0.0010332422947085334,0.00044587894808501005,0.0006844124839571029,15.4375,23,3,2.0182654353234197e-10,14,0.0006265239790081978,21,1.0,8,1e-09
0.00030205237171116865,kite,0.0005613069515675306,0.0004188569213951405,0.00040529004763811827,0.00030205237171233255,18.1875,25,3,5.33125957099207e-10,14,0.0006167689571157098,21,1.0,8,1e-09
3.931425320327925e-05,kite,0.0005616110283881426,5.657965352589781e-05,0.00041850691195577383,3.931425320540009e-05,20.9375,28,3,4.795174227668942e-10,14,0.0006123519269749522,21,1.0,8,1e-09
0.004608536443895295,kite,0.0005621269810944796,0.006225193233024761,0.0005142270820215344,0.004608536443896363,23.8125,29,4,4.681262379022253e-09,14,0.0006196119356900454,21,1.0,8,1e-09
0.00011964923740594654,kite,0.0005889979656785727,0.0031097234458501775,0.0005660150200128555,0.00031399071804127265,4.3125,11,4,0.00029030024493741845,8,0.0005991990910843015,41,0.5,4,0.001
5.8333953194305684e-06,kite,0.0005575460381805897,0.0018978971100026463,0.0005021810065954924,0.00016533571145894884,7.0625,14,4,0.00016523277212349857,8,0.00039441301487386227,41,0.5,4,0.001
2.8708899242257657e-05,kite,0.0005579480202868581,0.000529861639676848,0.0004085269756615162,7.828173249865181e-05,9.8125,17,3,7.282739012013213e-05,8,0.00038878293707966805,41,0.5,4,0.001
8.323081974349099e-06,kite,0.000556809944100678,0.0018841315979010863,0.00048006896395236254,0.0001900507477885427,12.5625,20,4,0.0001898684098104899,8,0.0003914049593731761,41,0.5,4,0.001
7.917207090854297e-06,kite,0.0005579389398917556,0.003919263130698157,0.00048279808834195137,0.0002281088055349276,15.4375,23,4,0.00022797136881133712,8,0.0003770650364458561,41,0.5,4,0.001
3.25661398481294e-05,kite,0.0005728940013796091,0.005963266628801349,0.0004923579981550574,0.00023548745497824718,18.1875,25,4,0.00023322475864551604,8,0.0004007830284535885,41,0.5,4,0.001
7.775991144114728e-06,kite,0.0005617979913949966,0.00562417176415237,0.0004766149213537574,0.00023678716609929517,20.9375,28,4,0.00023665945152148512,8,0.0004167619626969099,41,0.5,4,0.001
0.0003776244798389649,kite,0.0005634300177916884,0.0012374299608630505,0.00048096594400703907,0.00037878733840208007,23.8125,29,4,2.965805263964695e-05,8,0.0003970949910581112,41,0.5,4,0.001
0.00011975077190555405,kite,0.0005604960024356842,0.0008752761276764176,0.00043139501940459013,0.00011975119655176511,4.3125,11,3,3.1891004861846683e-07,12,0.0005462480476126075,41,0.5,4,1e-06
5.833770263463287e-06,kite,0.0005614960100501776,1.801042055373568e-05,0.0003482189495116472,5.835434847058205e-06,7.0625,14,2,1.3937133048281361e-07,12,0.0005193189717829227,41,0.5,4,1e-06
2.8709286281693493e-05,kite,0.0005656890571117401,5.773381934971909e-05,0.00042128702625632286,2.8709670958533544e-05,9.8125,17,3,1.486196287399564e-07,12,0.0005039549432694912,41,0.5,4,1e-06
8.323132117003793e-06,kite,0.0005734149599447846,1.323224141293214e-05,0.00034962198697030544,8.3235995797134e-06,12.5625,20,2,8.82142867050958e-08,12,0.000507117947563529,41,0.5,4,1e-06
7.91724603925208e-06,kite,0.0005655990680679679,1.2251986053465649e-05,0.0003417499829083681,7.91727623044219e-06,15.4375,23,2,2.1864739394203546e-08,12,0.0005791930016130209,41,0.5,4,1e-06
3.256629915697257e-05,kite,0.0005903320852667093,4.482274454924717e-05,0.0004439899930730462,3.2566319540201536e-05,18.1875,25,3,3.643707519584263e-08,12,0.0005812009330838919,41,0.5,4,1e-06
7.776104978599987e-06,kite,0.000567810027860105,1.0391981159629379e-05,0.00034567900002002716,7.776612039576626e-06,20.9375,28,2,8.880415441226812e-08,12,0.0005279489560052752,41,0.5,4,1e-06
0.00037771118263670787,kite,0.0005671300459653139,0.0005093726418786148,0.0004141570534557104,0.0003777112004646682,23.8125,29,3,1.160538771922679e-07,12,0.0005032640183344483,41,0.5,4,1e-06
0.00011975077553341074,kite,0.0005659310845658183,0.0008750948654129345,0.0004674089141190052,0.00011975077553397387,4.3125,11,3,3.8635633986446995e-10,15,0.0008651629323139787,41,0.5,4,1e-09
5.833770264304679e-06,kite,0.0005597129929810762,1.8185845680903597e-05,0.00035999505780637264,5.833770264298206e-06,7.0625,14,2,1.6872956631886252e-11,15,0.0008684369968250394,41,0.5,4,1e-09
2.8709286282223655e-05,kite,0.0005589619977399707,5.8031341013929775e-05,0.0004489499842748046,2.8709286281529152e-05,9.8125,17,3,1.0636998706691409e-10,15,0.0008773389272391796,41,0.5,4,1e-09
8.323132117064269e-06,kite,0.0005599870346486568,1.3349769014385949e-05,0.0003628949634730816,8.323132115109263e-06,12.5625,20,2,3.9366643704877296e-11,15,0.0008641410386189818,41,0.5,4,1e-09
7.917246039300155e-06,kite,0.0005636769346892834,1.2265088528212071e-05,0.00036898895632475615,7.917246039441066e-06,15.4375,23,2,7.740715012472595e-11,15,0.00095352903008461,41,0.5,4,1e-09
3.256629915713958e-05,kite,0.0005695379804819822,4.4845196653040465e-05,0.0004434280563145876,3.2566299156416266e-05,18.1875,25,3,1.716811453520859e-11,15,0.0008948110044002533,41,0.5,4,1e-09
7.77610497876187e-06,kite,0.0005683880299329758,1.034186184133846e-05,0.00036488298792392015,7.776104978797751e-06,20.9375,28,2,4.965450346640609e-11,15,0.0008625499904155731,41,0.5,4,1e-09
0.00037771118385853487,kite,0.0005676860455423594,0.0005093369450387213,0.00045205792412161827,0.0003777111838574421,23.8125,29,3,1.845274326969614e-10,15,0.0009359699906781316,41,0.5,4,1e-09
3.05801520228148e-06,kite,0.0005663230549544096,0.004740045027378758,0.0005646570352837443,0.0004588779240532752,4.3125,11,4,0.00045886773445997863,8,0.0007349479710683227,81,0.25,2,0.001
8.607040398594223e-07,kite,0.000558805069886148,0.0015339595532929584,0.00043428700882941484,0.0001301492537910974,7.0625,14,3,0.0001301464077527617,8,0.0004044539527967572,81,0.25,2,0.001
1.1424774160083692e-06,kite,0.0005599319702014327,0.00036640902463592025,0.00042294501326978207,7.340856087367374e-05,9.8125,17,3,7.339966999180479e-05,8,0.00041665101889520884,81,0.25,2,0.001
1.2813161351268937e-06,kite,0.0005555730313062668,0.0017950305598108498,0.0004757250426337123,0.00017985924270358042,12.5625,20,4,0.00017985467860171978,8,0.00039037002716213465,81,0.25,2,0.001
1.2761310796564195e-06,kite,0.000566464033909142,0.0036341610495279793,0.0004901390057057142,0.00021223650243697655,15.4375,23,4,0.00021223266585570862,8,0.00037980207707732916,81,0.25,2,0.001
1.2435543015544165e-06,kite,0.000568325980566442,0.005531147175037143,0.0004910320276394486,0.000217424156805573,18.1875,25,4,0.00021742060053129677,8,0.00037818599957972765,81,0.25,2,0.001
1.2210875840134802e-06,kite,0.0005703129572793841,0.005205141447414785,0.000493108993396163,0.00022077298115266415,20.9375,28,4,0.00022076960423078747,8,0.00042174302507191896,81,0.25,2,0.001
1.169316980928843e-05,kite,0.0005626329220831394,0.004182792538756352,0.00047562294639647007,0.00012623558507106255,23.8125,29,4,0.00012569285071242515,8,0.00036732200533151627,81,0.25,2,0.001
3.0613868597716846e-06,kite,0.0005604709731414914,2.4753033379875732e-05,0.0003755550133064389,3.3686845651642264e-06,4.3125,11,2,1.405683533498086e-06,11,0.0007948060519993305,81,0.25,2,1e-06
8.607533831120571e-07,kite,0.0005683290073648095,3.15106467537181e-06,0.00036587403155863285,9.003141182121659e-07,7.0625,14,2,2.639490938900124e-07,11,0.0007730830693617463,81,0.25,2,1e-06
1.1424890505846752e-06,kite,0.0005619550356641412,4.4025369355754475e-06,0.00036427704617381096,1.3063962278515204e-06,9.8125,17,2,6.335533709724814e-07,11,0.0007564680417999625,81,0.25,2,1e-06
1.28132160338631e-06,kite,0.0005836839554831386,5.494494519874792e-06,0.000372242066077888,1.4635892874139584e-06,12.5625,20,2,7.073249293583831e-07,11,0.0007691689534112811,81,0.25,2,1e-06
1.2761351516082765e-06,kite,0.0005616659764200449,8.231665248352785e-06,0.0003600330092012882,1.470512807658956e-06,15.4375,23,2,7.306757079660443e-07,11,0.0006929129594936967,81,0.25,2,1e-06
1.243559061390216e-06,kite,0.0005617419956251979,1.023615341782275e-05,0.0003660410875454545,1.4307897443147153e-06,18.1875,25,2,7.076158250106091e-07,11,0.0007517699850723147,81,0.25,2,1e-06
1.2210992895077921e-06,kite,0.0005672749830409884,7.201205441314673e-06,0.0003780509578064084,1.3171939214739394e-06,20.9375,28,2,4.938788852329898e-07,11,0.000756873982027173,81,0.25,2,1e-06
1.1696810188748031e-05,kite,0.0005631670355796814,1.6499030321071696e-05,0.00035909400321543217,1.1703232763303965e-05,23.8125,29,2,3.876706496957043e-07,11,0.0007055450696498156,81,0.25,2,1e-06
3.0613902764042654e-06,kite,0.0005604539765045047,2.2745722302368097e-05,0.0003850531065836549,3.0613902918391658e-06,4.3125,11,2,3.1050346701568146e-10,15,0.0010224540019407868,81,0.25,2,1e-09
8.607533867105894e-07,kite,0.0005805870750918984,2.731603637440043e-06,0.00038439908530563116,8.607533874803536e-07,7.0625,14,2,2.385871175417114e-11,15,0.0010407960508018732,81,0.25,2,1e-09
1.1424890512105828e-06,kite,0.0005612480454146862,2.265492623881673e-06,0.000376757001504302,1.1424890564536124e-06,9.8125,17,2,1.1136237183408423e-10,15,0.0010565889533609152,81,0.25,2,1e-09
1.2813216036423464e-06,kite,0.0005745019298046827,2.0817316227286085e-06,0.00038618198595941067,1.2813216024061738e-06,12.5625,20,2,4.047224634784643e-11,15,0.0010362030006945133,81,0.25,2,1e-09
1.2761351517868187e-06,kite,0.0005593199748545885,1.9277290092567965e-06,0.0003776999656111002,1.2761351552790623e-06,15.4375,23,2,8.259618634818803e-11,15,0.0010597469517961144,81,0.25,2,1e-09
1.2435590616167197e-06,kite,0.0005773470038548112,1.7196340298309507e-06,0.00037331192288547754,1.2435590606634775e-06,18.1875,25,2,1.388307791015306e-11,15,0.0010846799705177546,81,0.25,2,1e-09
1.2210992903252785e-06,kite,0.0005673540290445089,1.6166698285462703e-06,0.0003751659533008933,1.2210992910991462e-06,20.9375,28,2,5.691051250867539e-11,15,0.0010525661054998636,81,0.25,2,1e-09
1.1696811978104018e-05,kite,0.000564287998713553,1.575521811397409e-05,0.0003783629508689046,1.1696811978265859e-05,23.8125,29,2,1.2627099035679338e-10,15,0.0010943410452455282,81,0.25,2,1e-09
1.697620030833325e-08,kite,0.0005721789784729481,0.005848406623461237,0.0005623209290206432,0.0005506242032449542,4.3125,11,4,0.0005506242029832595,8,0.0007650710176676512,161,0.125,1,0.001
9.183543833099204e-08,kite,0.0005721129709854722,0.0013441183495058334,0.0004562879912555218,0.00011251722622023968,7.0625,14,3,0.00011251718874264836,8,0.0004619400715455413,161,0.125,1,0.001
1.2273211322838293e-07,kite,0.0005661450559273362,0.00030605008350187397,0.0004344419576227665,7.321630650334211e-05,9.8125,17,3,7.321620363567181e-05,8,0.0004205849254503846,161,0.125,1,0.001
1.3841771122030067e-07,kite,0.0005603410536423326,0.0017318984840672409,0.0004980000667273998,0.00017323110820894748,12.5625,20,4,0.00017323105290864901,8,0.0004163540434092283,161,0.125,1,0.001
1.4061126818282548e-07,kite,0.0005581270670518279,0.0034634773502721446,0.00048537703696638346,0.00020282681223996992,15.4375,23,4,0.00020282676350003874,8,0.0003808059263974428,161,0.125,1,0.001
1.3662975183498679e-07,kite,0.0005605589831247926,0.00528114606429795,0.0004919118946418166,0.00020837622829047162,18.1875,25,4,0.00020837618349723948,8,0.0003787269815802574,161,0.125,1,0.001
1.3415214306188776e-07,kite,0.0005677840672433376,0.004964533245483597,0.0004925780231133103,0.00021176834327290314,20.9375,28,4,0.00021176830078119702,8,0.00040240795351564884,161,0.125,1,0.001
5.50270789631668e-07,kite,0.0005634250119328499,0.005993422884430988,0.0004975770134478807,0.0001874207424960172,23.8125,29,4,0.0001874199346916516,8,0.00038554705679416656,161,0.125,1,0.001
1.6990584563473537e-08,kite,0.0005577219417318702,6.023573073404893e-06,0.0003701519453898072,9.312073909653958e-07,4.3125,11,2,9.310523750167511e-07,11,0.0008528539910912514,161,0.125,1,1e-06
9.184102783475841e-08,kite,0.0005600089207291603,1.25696418385817e-06,0.0003571850247681141,3.2015446726993793e-07,7.0625,14,2,3.0669872604735443e-07,11,0.000757180037908256,161,0.125,1,1e-06
1.227333113059721e-07,kite,0.0005563560407608747,4.4586309932708016e-06,0.00034552288707345724,5.978768960316597e-07,9.8125,17,2,5.851438433006087e-07,11,0.0006806999444961548,161,0.125,1,1e-06
1.3841826046209896e-07,kite,0.0005599700380116701,5.573306394348127e-06,0.0003423270536586642,6.854614822688904e-07,12.5625,20,2,6.713403226939269e-07,11,0.0006762970006093383,161,0.125,1,1e-06
1.4061167105816187e-07,kite,0.0005573650123551488,7.956763045674702e-06,0.0003491679672151804,7.134110545123197e-07,15.4375,23,2,6.994166786284776e-07,11,0.0006771250627934933,161,0.125,1,1e-06
1.366302397491715e-07,kite,0.0005629679653793573,9.707075839966977e-06,0.00036403199192136526,6.897625954854138e-07,18.1875,25,2,6.760951233518189e-07,11,0.0008078620303422213,161,0.125,1,1e-06
1.3415344577969258e-07,kite,0.0005678089801222086,6.3618755773032436e-06,0.0003651190781965852,4.7085326011608664e-07,20.9375,28,2,4.513376179691157e-07,11,0.0008129079360514879,161,0.125,1,1e-06
5.504722253083446e-07,kite,0.0005723669892176986,2.2523281925714633e-06,0.00037109595723450184,5.664380414851897e-07,23.8125,29,2,1.3353794262995327e-07,11,0.0009246019180864096,161,0.125,1,1e-06
1.699059589417423e-08,kite,0.0005557399708777666,1.2302207452494777e-07,0.0003818379482254386,1.699306948291769e-08,4.3125,11,2,2.8994565628856665e-10,15,0.001116878935135901,161,0.125,1,1e-09
9.184102819482011e-08,kite,0.0005769230192527175,2.9443769140575575e-07,0.00037520600017160177,9.184102983662746e-08,7.0625,14,2,1.835601025042188e-11,15,0.001070045051164925,161,0.125,1,1e-09
1.2273331136724814e-07,kite,0.000559347914531827,2.45422747958017e-07,0.0003682739334180951,1.2273335861980775e-07,9.8125,17,2,1.0885143782887341e-10,15,0.001060236943885684,161,0.125,1,1e-09
1.3841826048636077e-07,kite,0.0005605670157819986,2.2674060140193975e-07,0.0003808919573202729,1.3841826571543285e-07,12.5625,20,2,3.8423626927739817e-11,15,0.0010738259879872203,161,0.125,1,1e-09
1.4061167107477357e-07,kite,0.0005591911030933261,2.1070787326679637e-07,0.0003829729976132512,1.4061169491190624e-07,15.4375,23,2,7.98867860560041e-11,15,0.0012951440876349807,161,0.125,1,1e-09
1.3663023977230642e-07,kite,0.0005577680421993136,1.8818182126321673e-07,0.0003808271139860153,1.3663024014248896e-07,18.1875,25,2,1.4046995282556604e-11,15,0.001101256930269301,161,0.125,1,1e-09
1.3415344586701427e-07,kite,0.0005653770640492439,1.7732976394067117e-07,0.00038368802051991224,1.341534572050522e-07,20.9375,28,2,5.370344411764358e-11,15,0.0010994250187650323,161,0.125,1,1e-09
5.50472343524288e-07,kite,0.0005690399557352066,7.408591045560806e-07,0.0003896859707310796,5.504723550206006e-07,23.8125,29,2,1.0379739610294905e-10,15,0.001079929992556572,161,0.125,1,1e-09
0.031927373873972785,crescent,0.0005762029904872179,0.17233626627355758,0.0007262789877131581,0.031929245948937195,4.3125,13,6,0.00034592826140199446,8,0.00022562395315617323,11,2.0,16,0.001
0.019988252957772006,crescent,0.0005501899868249893,0.05643962856235315,0.0005501729901880026,0.019989695444247887,7.0625,17,5,0.00024018888210519334,8,0.00019316794350743294,11,2.0,16,0.001
0.003401335761468147,crescent,0.0005508820759132504,0.00837219593425179,0.00047067797277122736,0.00340195576348773,9.8125,21,4,6.494692661008221e-05,8,0.0001934500178322196,11,2.0,16,0.001
0.010466909964994895,crescent,0.0005616240669041872,0.015371292552165825,0.000538296066224575,0.010467453551292126,12.5625,26,5,0.00010668120751258106,8,0.00019589194562286139,11,2.0,16,0.001
0.009708730661595702,crescent,0.0005855599883943796,0.013832264908860343,0.0005854660412296653,0.00971001762423555,15.4375,31,5,0.00015809351484094155,8,0.00019545399118214846,11,2.0,16,0.001
0.004216731103012437,crescent,0.0005581210134550929,0.006688102814152806,0.0005658930167555809,0.004220999236506356,18.1875,35,5,0.00018977354884622616,8,0.0001980699598789215,11,2.0,16,0.001
0.02903229595090171,crescent,0.0005651359679177403,0.033055247850344256,0.0006467700004577637,0.02903319468330748,20.9375,39,6,0.00022853743867547318,8,0.00020169303752481937,11,2.0,16,0.001
0.02970391287051017,crescent,0.0005606790073215961,0.034688400433975454,0.0006318899104371667,0.029704803898287793,23.8125,42,6,0.0002301772440053545,8,0.00019342591986060143,11,2.0,16,0.001
0.002369947321125562,crescent,0.0005602890159934759,0.013280811121614984,0.0005407730350270867,0.002371026899563283,4.3125,13,4,7.154217136868078e-05,8,0.000358936027623713,21,1.0,8,0.001
3.3252259984577316e-05,crescent,0.0005496840458363295,0.001736834050779639,0.00047888397239148617,0.00021641346319928984,7.0625,17,4,0.0002138435743957549,8,0.00031759298872202635,21,1.0,8,0.001
0.00019671542537067898,crescent,0.0005554310046136379,0.000959769782931115,0.0003893229877576232,0.00020677779315392842,9.8125,21,3,6.371889296066243e-05,8,0.00033033895306289196,21,1.0,8,0.001
0.0005188288916277521,crescent,0.0005673209670931101,0.0019300054915413355,0.0004682029830291867,0.0005455236609016851,12.5625,26,4,0.0001685605335412296,8,0.000324334017932415,21,1.0,8,0.001
0.0005302398930370078,crescent,0.0005588880740106106,0.0031757217981368555,0.0004690660862252116,0.0005699805182526248,15.4375,31,4,0.00020910155262524106,8,0.00032591994386166334,21,1.0,8,0.001
0.00022733574049294545,crescent,0.0005594120593741536,0.004692895724800353,0.00046531297266483307,0.000310606646026969,18.1875,35,4,0.00021164817968951245,8,0.00032121094409376383,21,1.0,8,0.001
2.767633110854939e-05,crescent,0.000557831022888422,0.005850878705975861,0.00047491397708654404,0.00021400021656432143,20.9375,39,4,0.0002122030004980254,8,0.00032036995980888605,21,1.0,8,0.001
0.00341751686027929,crescent,0.0005734100705012679,0.004433756515041724,0.0004708899650722742,0.0034186932790339097,23.8125,42,4,8.967909318089984e-05,8,0.00033556600101292133,21,1.0,8,0.001
0.002371188128128592,crescent,0.0005531869828701019,0.013624058024580417,0.0004950439324602485,0.0023711896953568655,4.3125,13,4,2.726247331153749e-06,11,0.0005229589296504855,21,1.0,8,1e-06
3.325918780725339e-05,crescent,0.0005671140970662236,8.002831178261336e-05,0.00042042601853609085,3.3259778532316984e-05,7.0625,17,3,1.9822809931318321e-07,11,0.0005037890514358878,21,1.0,8,1e-06
0.00019672222602502482,crescent,0.0005641790339723229,0.00040021535439312497,0.0004059229977428913,0.00019672315542039977,9.8125,21,3,6.047036551179456e-07,11,0.0005214340053498745,21,1.0,8,1e-06
0.000518833922752556,crescent,0.000567789888009429,0.0007730647008778863,0.0003936279099434614,0.0005188343300737036,12.5625,26,3,6.501291636967584e-07,11,0.0005092410137876868,21,1.0,8,1e-06
0.0005302435056197069,crescent,0.0005635230336338282,0.0006889069902133295,0.0003966389922425151,0.0005302438951736163,15.4375,31,3,6.427400277105942e-07,11,0.0005161369917914271,21,1.0,8,1e-06
0.00022733865310040457,crescent,0.0005572970258072019,0.0002735391200381837,0.0003990299301221967,0.00022733943670579562,18.1875,35,3,5.968989755616136e-07,11,0.0005387020064517856,21,1.0,8,1e-06
2.768583930278507e-05,crescent,0.0005607879720628262,3.7733135228261165e-05,0.0004079589853063226,2.7687971548400013e-05,20.9375,39,3,3.436138690841694e-07,11,0.0005737789906561375,21,1.0,8,1e-06
0.0034180066664022857,crescent,0.0005587839987128973,0.003919807758809842,0.0004934159805998206,0.0034180068365518186,23.8125,42,4,1.078500600286282e-06,11,0.0005075979279354215,21,1.0,8,1e-06
0.0023711886477024227,crescent,0.0005545549793168902,0.013624884675127576,0.0004984430270269513,0.002371188647715929,4.3125,13,4,7.625027608279806e-09,14,0.000546691007912159,21,1.0,8,1e-09
3.325919359148569e-05,crescent,0.0005554769886657596,7.97354772928435e-05,0.000402954057790339,3.325919361255466e-05,7.0625,17,3,1.1661022747751455e-09,14,0.0005411079619079828,21,1.0,8,1e-09
0.00019672222650468865,crescent,0.0005536219105124474,0.00040206899235984783,0.000411581015214324,0.00019672222650516356,9.8125,21,3,6.013541656996689e-10,14,0.0005029749590903521,21,1.0,8,1e-09
0.0005188339230243967,crescent,0.0005536169046536088,0.0007742208184856466,0.0004025049274787307,0.0005188339230212235,12.5625,26,3,5.551199126618624e-10,14,0.0005244360072538257,21,1.0,8,1e-09
0.0005302435058097586,crescent,0.0005570260109379888,0.0006884832237989431,0.00039133697282522917,0.0005302435058120361,15.4375,31,3,1.7946105594803564e-10,14,0.0005095760570839047,21,1.0,8,1e-09
0.00022733865326135893,crescent,0.0005583000602200627,0.0002726061670835484,0.0003975030267611146,0.00022733865326147697,18.1875,35,3,4.665603053511158e-10,14,0.0005100580165162683,21,1.0,8,1e-09
2.7685843021892084e-05,crescent,0.0005587339401245117,3.7249290395169346e-05,0.000400034012272954,2.768584302626217e-05,20.9375,39,3,4.094088113739768e-10,14,0.0005169789073988795,21,1.0,8,1e-09
0.003418006773310734,crescent,0.0005708589451387525,0.003919465327152251,0.0004793609259650111,0.00341800677331226,23.8125,42,4,3.982669711648223e-09,14,0.0005140150897204876,21,1.0,8,1e-09
0.00010039098806926255,crescent,0.0005659110611304641,0.0020674728654747837,0.000556785031221807,0.00026399630604586596,4.3125,13,4,0.00024416326447923104,8,0.0005993999075144529,41,0.5,4,0.001
4.702000722964307e-06,crescent,0.0005608510691672564,0.0013297478688394358,0.0004202040145173669,0.00015846894392732458,7.0625,17,3,0.00015839917101797537,8,0.00042923097498714924,41,0.5,4,0.001
2.3036813127794624e-05,crescent,0.0005618489813059568,0.00048274534323846876,0.00040317303501069546,6.859998078281686e-05,9.8125,21,3,6.461627199496746e-05,8,0.00039123708847910166,41,0.5,4,0.001
6.556301298042351e-06,crescent,0.0005627600476145744,0.0018080708767545105,0.00048023497220128775,0.00016557232833931936,12.5625,26,4,0.00016544246983827968,8,0.00039424002170562744,41,0.5,4,0.001
6.142742164922556e-06,crescent,0.0005855669733136892,0.0028780936488462046,0.0005114239174872637,0.0001959245394004689,15.4375,31,4,0.00019582822028355986,8,0.0003793670330196619,41,0.5,4,0.001
2.546768735435357e-05,crescent,0.0006188310217112303,0.004307343414817823,0.0004886990645900369,0.00019607442863743592,18.1875,35,4,0.000194413421581336,8,0.00038799503818154335,41,0.5,4,0.001
5.842277996062693e-06,crescent,0.0005765600362792611,0.005265340588936526,0.0004831890109926462,0.00019197194433846543,20.9375,39,4,0.0001918830247889956,8,0.0003877639537677169,41,0.5,4,0.001
0.00027683088974230527,crescent,0.0005672399420291185,0.0009232469689364293,0.000485974014736712,0.0002775814122176073,23.8125,42,4,2.039850302004588e-05,8,0.000397853902541101,41,0.5,4,0.001
0.0001004829570807732,crescent,0.0005594289395958185,0.0005958444313015821,0.00044087402056902647,0.00010050176754874785,4.3125,13,3,1.9443808136938607e-06,11,0.0007341629825532436,41,0.5,4,1e-06
4.70234171008961e-06,crescent,0.000556524028070271,1.2647827242941958e-05,0.0003366770688444376,4.705723348341343e-06,7.0625,17,2,1.7836663435843636e-07,11,0.0006226779660210013,41,0.5,4,1e-06
2.3037161558635868e-05,crescent,0.0005607729544863105,4.269214165992313e-05,0.000420099007897079,2.3046286039592395e-05,9.8125,21,3,6.484501021170456e-07,11,0.0006401099963113666,41,0.5,4,1e-06
6.556345627321065e-06,crescent,0.0005619970615953207,1.0375794160889417e-05,0.0003395789535716176,6.591746462843062e-06,12.5625,26,2,6.822415010733109e-07,11,0.0006497250869870186,41,0.5,4,1e-06
6.142775786048263e-06,crescent,0.0005552390357479453,1.0545164519919479e-05,0.00034843001049011946,6.180018876096684e-06,15.4375,31,2,6.774503298206743e-07,11,0.0006181770004332066,41,0.5,4,1e-06
2.5467819252670408e-05,crescent,0.000565757043659687,3.237192773821678e-05,0.0004107779823243618,2.5475875943617756e-05,18.1875,35,3,6.406541464465285e-07,11,0.0006438519340008497,41,0.5,4,1e-06
5.842371997791458e-06,crescent,0.0005610280204564333,9.981085037264062e-06,0.0003430059878155589,5.860100291234307e-06,20.9375,39,2,4.5548312210852556e-07,11,0.0006450200453400612,41,0.5,4,1e-06
0.0002769060677180047,crescent,0.0005639339797198772,0.0003154047839144719,0.000454925000667572,0.000276906747991558,23.8125,42,3,6.137952492194463e-07,11,0.0007787819486111403,41,0.5,4,1e-06
0.00010048303366721543,crescent,0.000571959069930017,0.0005972780704798554,0.00045559508726000786,0.00010048303374206248,4.3125,13,3,3.876398899133524e-09,14,0.0007597580552101135,41,0.5,4,1e-09
4.7023417466464686e-06,crescent,0.0005556290270760655,1.2555337739128428e-05,0.00035307800862938166,4.702341893432877e-06,7.0625,17,2,1.1678746782040637e-09,14,0.0007293260423466563,41,0.5,4,1e-09
2.3037161580249726e-05,crescent,0.0005547369364649057,4.4606234849574066e-05,0.0004367539659142494,2.303716160841691e-05,9.8125,21,3,1.1367807015885634e-09,14,0.0007432299898937345,41,0.5,4,1e-09
6.5563456300134136e-06,crescent,0.0005622609751299024,9.404000536338138e-06,0.00035504705738276243,6.556345693699647e-06,12.5625,26,2,9.248041090095863e-10,14,0.0007216790691018105,41,0.5,4,1e-09
6.142775787894378e-06,crescent,0.0005715029546990991,8.244547496039112e-06,0.00034839799627661705,6.142775789762362e-06,15.4375,31,2,1.4514080416752625e-10,14,0.0007277289405465126,41,0.5,4,1e-09
2.546781926009551e-05,crescent,0.000564896035939455,3.049270839720058e-05,0.0004285210743546486,2.5467819268161855e-05,18.1875,35,3,7.339883256394321e-10,14,0.0007279100827872753,41,0.5,4,1e-09
5.842372003925163e-06,crescent,0.0005772219737991691,6.819629724793266e-06,0.00036350206937640905,5.842372003124812e-06,20.9375,39,2,4.879621176784115e-11,14,0.0007564190309494734,41,0.5,4,1e-09
0.00027690609664820853,crescent,0.0005731499986723065,0.00031465715806491183,0.00043178105261176825,0.00027690609665158495,23.8125,42,3,1.4949251054770565e-09,14,0.0007477439939975739,41,0.5,4,1e-09
