seed_x_m,seed_y_m,equivalent_radius_m,trial_radius_m,empty_loss,accepted,production_loss,refined_loss,production_delta,refined_delta,rejection_reason
0.58,0.5633333333333332,0.0056418958354775995,0.012,1.0,True,0.8732113743911212,0.8732113743911212,-0.12678862560887882,-0.12678862560887882,
0.58,0.5633333333333332,0.0056418958354775995,0.009000000000000001,1.0,True,0.8873734335702115,0.8873734335702121,-0.11262656642978852,-0.11262656642978786,
0.58,0.5633333333333332,0.0056418958354775995,0.008,1.0,True,0.898645470193453,0.8986454701934528,-0.10135452980654702,-0.10135452980654724,
